run_key,frame_num,filename,mu_x,mu_y,fwhm_x,fwhm_y,failure_mode
allmetal,567,allmetal0567 26-02-14 02-03-01.fits,678.6788876224131,407.7823167206908,10.186494788815232,1205.667863055841,sigma_railed_to_bound
allmetal,570,allmetal0570 26-02-14 02-06-01.fits,678.8100179429795,227.76561003207695,10.314671481350612,1205.6678630558445,sigma_railed_to_bound
allmetal,571,allmetal0571 26-02-14 02-07-01.fits,679.1309445110959,412.30301058199575,10.768208204144797,1046.4630966843797,fwhm_over_max
allmetal,591,allmetal0591 26-02-14 02-27-02.fits,677.7536528218666,391.8972591968879,9.844254067199222,1205.667863054822,sigma_railed_to_bound
allmetal,594,allmetal0594 26-02-14 02-30-02.fits,678.0777953654018,380.20594419969234,9.80297052451521,1205.6678630558436,sigma_railed_to_bound
allmetal,610,allmetal0610 26-02-14 02-46-02.fits,678.4738389892799,389.0271849672409,9.281886866227218,1205.6678630556792,sigma_railed_to_bound
allmetal,630,allmetal0630 26-02-14 03-06-03.fits,679.1026336126297,364.1185677339664,10.007369327966574,1205.667861909143,sigma_railed_to_bound
allmetal,633,allmetal0633 26-02-14 03-09-03.fits,678.3467595187951,380.2213998306924,9.582670419056726,1205.6678630557665,sigma_railed_to_bound
allmetal,638,allmetal0638 26-02-14 03-14-03.fits,678.7467461585018,624.1331822310875,10.4565005900051,1205.667863055759,sigma_railed_to_bound
allmetal,645,allmetal0645 26-02-14 03-21-03.fits,678.6791478903735,452.7778885685018,11.27428781083028,1205.667861631028,sigma_railed_to_bound
allmetal,646,allmetal0646 26-02-14 03-22-04.fits,678.6878303565342,423.3576163665491,9.510145248131645,1205.667863053853,sigma_railed_to_bound
allmetal,651,allmetal0651 26-02-14 03-27-03.fits,677.0260101229499,347.1572478209185,9.872652802367169,1205.6678630558424,sigma_railed_to_bound
allmetal,653,allmetal0653 26-02-14 03-29-03.fits,678.1914922911998,340.3030921503126,10.073930779113509,1205.6678630448746,sigma_railed_to_bound
allmetal,655,allmetal0655 26-02-14 03-31-04.fits,678.1127288081664,385.0919459289958,9.858156419877329,1205.6678630342042,sigma_railed_to_bound
allmetal,656,allmetal0656 26-02-14 03-32-04.fits,677.6447901278194,309.07456781399554,9.211016705090326,1205.6678629536302,sigma_railed_to_bound
allmetal,659,allmetal0659 26-02-14 03-35-04.fits,677.5375995412076,393.9579968445715,9.875295792088478,1205.6678630553072,sigma_railed_to_bound
allmetal,668,allmetal0668 26-02-14 03-44-04.fits,678.2894769969919,366.255651891456,9.566856341987677,1205.667863055745,sigma_railed_to_bound
allmetal,671,allmetal0671 26-02-14 03-47-04.fits,677.3515897468873,373.3045511935768,9.388259709316385,1205.6678601987962,sigma_railed_to_bound
allmetal,672,allmetal0672 26-02-14 03-48-04.fits,677.1899905055416,450.9211990841604,10.043074284190386,1205.6678630558429,sigma_railed_to_bound
allmetal,680,allmetal0680 26-02-14 03-56-04.fits,677.2400613621913,309.9266442374185,10.572924827489672,1205.6678630558458,sigma_railed_to_bound
allmetal,685,allmetal0685 26-02-14 04-01-04.fits,677.3371662426116,414.3878481201117,10.47109476501544,1205.6678630455458,sigma_railed_to_bound
allmetal,696,allmetal0696 26-02-14 04-12-05.fits,677.0056693650645,340.33178383825947,9.6901097052684,1205.6678630558306,sigma_railed_to_bound
allmetal,697,allmetal0697 26-02-14 04-13-05.fits,676.8838754090766,425.36936672403607,10.332924848377054,1205.667863055774,sigma_railed_to_bound
allmetal,705,allmetal0705 26-02-14 04-21-05.fits,678.1999131320986,392.0165193642909,10.13762328097282,1205.6678630551585,sigma_railed_to_bound
allmetal,712,allmetal0712 26-02-14 04-28-05.fits,676.9734095005391,341.5653514837244,9.38849362771453,1179.9590915312142,fwhm_over_max
allmetal,716,allmetal0716 26-02-14 04-32-05.fits,677.8178828595991,348.0336204580244,9.873888782913262,1205.66786305582,sigma_railed_to_bound
allmetal,723,allmetal0723 26-02-14 04-39-05.fits,677.6970699092611,439.1292451202984,9.975570555122196,1205.6678630556926,sigma_railed_to_bound
allmetal,727,allmetal0727 26-02-14 04-43-06.fits,678.334511095023,405.17521282772645,10.16621354285781,1055.1130102950472,fwhm_over_max
allmetal,730,allmetal0730 26-02-14 04-46-06.fits,677.8197397992009,296.921202483452,10.197904717952412,1205.6678630533352,sigma_railed_to_bound
allmetal,731,allmetal0731 26-02-14 04-47-06.fits,677.3004906306169,431.90551029893993,10.559418604937624,1205.6678629943974,sigma_railed_to_bound
allmetal,741,allmetal0741 26-02-14 04-57-06.fits,678.3996166647806,299.29309813841104,10.505542961143068,1033.272850075501,fwhm_over_max
allmetal,743,allmetal0743 26-02-14 04-59-06.fits,678.5690398720733,366.3188565931893,9.805255582703852,1205.667863055843,sigma_railed_to_bound
allmetal,750,allmetal0750 26-02-14 05-06-07.fits,677.7897362509498,339.5336362373724,8.903569468172737,1205.6678630558447,sigma_railed_to_bound
allmetal,752,allmetal0752 26-02-14 05-08-07.fits,677.2315388833729,333.9039266663802,10.37407378267009,1205.6678630558451,sigma_railed_to_bound
allmetal,760,allmetal0760 26-02-14 05-16-07.fits,676.4477966679226,18.82726602518047,9.44913236582955,1205.6678630558456,sigma_railed_to_bound
allmetal,761,allmetal0761 26-02-14 05-17-07.fits,677.5123082481244,361.69755481012817,10.11871325975736,1205.6678630558208,sigma_railed_to_bound
allmetal,770,allmetal0770 26-02-14 05-26-07.fits,675.4517588623182,259.02838086670005,9.809710266013385,1205.6678630558335,sigma_railed_to_bound
allmetal,801,allmetal0801 26-02-14 05-57-08.fits,676.9512508113495,577.7091506580537,9.67969377674562,1205.667863055838,sigma_railed_to_bound
allmetal,809,allmetal0809 26-02-14 06-05-08.fits,677.4328455760877,411.2477422844591,8.954455947582115,1205.6678630542526,sigma_railed_to_bound
allmetal,810,allmetal0810 26-02-14 06-06-08.fits,677.9428804704353,420.094375797776,9.984395856313643,1205.667863047485,sigma_railed_to_bound
allmetal,813,allmetal0813 26-02-14 06-09-08.fits,679.2917299148648,242.37756676763004,10.158775041153884,1205.667863038819,sigma_railed_to_bound
allmetal,815,allmetal0815 26-02-14 06-11-08.fits,678.47558172525,486.88255458065913,8.95391328390817,1205.6678630558456,sigma_railed_to_bound
allmetal,818,allmetal0818 26-02-14 06-14-08.fits,678.59101561696,244.1668357401204,9.24724124477328,1205.667863055843,sigma_railed_to_bound
allmetal,827,allmetal0827 26-02-14 06-23-08.fits,678.5352879907219,154.14601039818632,9.816624457529931,1205.6678630558456,sigma_railed_to_bound
allmetal,831,allmetal0831 26-02-14 06-27-08.fits,679.2390644576873,377.57050028446486,10.021721361881651,1021.7385224618096,fwhm_over_max
allmetal,835,allmetal0835 26-02-14 06-31-08.fits,679.3860640854897,401.8676790220774,10.317459540808043,1205.6678630558458,sigma_railed_to_bound
allmetal,841,allmetal0841 26-02-14 06-37-09.fits,679.6163009005896,189.9258943898705,10.670924050338089,1205.667863055521,sigma_railed_to_bound
allmetal,842,allmetal0842 26-02-14 06-38-09.fits,679.2706798362777,387.89944539465387,9.735717413685633,1205.6678630548906,sigma_railed_to_bound
allmetal,844,allmetal0844 26-02-14 06-40-09.fits,678.8663139761148,288.0113819585784,10.471022620747492,1205.6678630543795,sigma_railed_to_bound
allmetal,846,allmetal0846 26-02-14 06-42-09.fits,678.6232892507475,401.64832472399,9.9476401025062,1205.6678630558456,sigma_railed_to_bound
allmetal,847,allmetal0847 26-02-14 06-43-09.fits,679.3339491515707,491.23675706412376,10.57614195843739,1205.667863055648,sigma_railed_to_bound
allmetal,858,allmetal0858 26-02-14 06-54-09.fits,679.4175125220529,427.1314003699384,10.282971236675117,1205.6678630558458,sigma_railed_to_bound
allmetal,861,allmetal0861 26-02-14 06-57-09.fits,678.2177083554092,302.63274121451866,9.135876859495902,1205.667862935813,sigma_railed_to_bound
allmetal,865,allmetal0865 26-02-14 07-01-09.fits,678.4055366300048,302.4481039680681,9.432165642132162,1205.667862932426,sigma_railed_to_bound
allmetal,870,allmetal0870 26-02-14 07-06-09.fits,677.1290537451297,445.41463229217896,10.29766417974573,1205.6678630167166,sigma_railed_to_bound
allmetal,878,allmetal0878 26-02-14 07-14-09.fits,676.8914297910865,277.63255569110896,8.88856545367087,1205.6678630476774,sigma_railed_to_bound
allmetal,887,allmetal0887 26-02-14 07-23-09.fits,676.3505915181785,390.84649076135537,9.849481641511709,1205.6678630558458,sigma_railed_to_bound
allmetal,890,allmetal0890 26-02-14 07-26-09.fits,674.6311063404786,397.6398553807004,10.342706494010775,1205.6678630555516,sigma_railed_to_bound
allmetal,893,allmetal0893 26-02-14 07-29-09.fits,674.7318594563363,401.1486130643,9.573674833511694,1205.6678630454333,sigma_railed_to_bound
allmetal,897,allmetal0897 26-02-14 07-33-09.fits,676.2402692668854,347.36246552685134,9.048620873734134,1205.6678630558326,sigma_railed_to_bound
allmetal,902,allmetal0902 26-02-14 07-38-09.fits,675.3704851545252,462.44173068049423,10.3473514614769,1205.6678630556758,sigma_railed_to_bound
allmetal,909,allmetal0909 26-02-14 07-45-09.fits,676.1441883462311,435.17591402366895,10.152329877186014,1205.6678630555814,sigma_railed_to_bound
allmetal,910,allmetal0910 26-02-14 07-46-09.fits,675.8115452500748,297.6266110130571,9.305861584965829,1205.6678630538192,sigma_railed_to_bound
allmetal,919,allmetal0919 26-02-14 07-55-09.fits,676.583431644305,413.8834338814013,9.422208314208213,1205.667863055843,sigma_railed_to_bound
allmetal,920,allmetal0920 26-02-14 07-56-09.fits,676.5129894770013,440.1595019970861,9.736412906703244,1205.6678630556603,sigma_railed_to_bound
allmetal,929,allmetal0929 26-02-14 08-05-09.fits,676.1757385188808,349.49153965691494,9.404550122995063,1205.667863055416,sigma_railed_to_bound
allmetal,932,allmetal0932 26-02-14 08-08-09.fits,676.1883442622477,373.2051193635175,8.532423742173918,1205.6678630558458,sigma_railed_to_bound
allmetal,936,allmetal0936 26-02-14 08-12-09.fits,677.7276685112374,369.20130753713977,10.31005775872124,1205.6678629794253,sigma_railed_to_bound
allmetal,938,allmetal0938 26-02-14 08-14-10.fits,676.6458295926342,373.5253750577058,10.469689630303524,1205.6678630557526,sigma_railed_to_bound
allmetal,941,allmetal0941 26-02-14 08-17-10.fits,676.9404235581337,288.1338572189601,9.709682906264035,1205.6678630440297,sigma_railed_to_bound
allmetal,944,allmetal0944 26-02-14 08-20-10.fits,677.9308247817279,382.5688819311033,9.628750224485538,1205.667863054139,sigma_railed_to_bound
allmetal,945,allmetal0945 26-02-14 08-21-10.fits,677.5815761511592,412.2468228880816,9.578303740333642,1205.6678616464014,sigma_railed_to_bound
allmetal,946,allmetal0946 26-02-14 08-22-10.fits,678.8016168972038,416.727432633656,10.1497304832068,1205.667863055781,sigma_railed_to_bound
allmetal,947,allmetal0947 26-02-14 08-23-10.fits,678.5151264546266,399.1583794149509,9.866449673201544,1205.6678630543145,sigma_railed_to_bound
allmetal,957,allmetal0957 26-02-14 08-33-10.fits,678.9291017480281,400.5649709320476,10.722603273158017,1205.6678630558454,sigma_railed_to_bound
allmetal,962,allmetal0962 26-02-14 08-38-10.fits,679.1914843581977,316.91465700844606,10.37267914345828,1205.6678630558447,sigma_railed_to_bound
allmetal,964,allmetal0964 26-02-14 08-40-10.fits,678.4294778355072,400.3389137343361,10.179475745502977,1205.6678630558404,sigma_railed_to_bound
allmetal,965,allmetal0965 26-02-14 08-41-10.fits,678.4865928233672,402.8496325354343,10.908732735036304,1205.6678622071577,sigma_railed_to_bound
allmetal,968,allmetal0968 26-02-14 08-44-10.fits,678.8005908256858,465.55034632697993,10.05637884357372,1205.6678630138765,sigma_railed_to_bound
allmetal,970,allmetal0970 26-02-14 08-46-10.fits,679.3822406614258,336.87695956920044,10.707231925395233,1205.667863055786,sigma_railed_to_bound
allmetal,972,allmetal0972 26-02-14 08-48-10.fits,677.9214022540822,405.3105213876905,9.824083314178433,1205.667863055679,sigma_railed_to_bound
allmetal,976,allmetal0976 26-02-14 08-52-10.fits,678.3913912363236,353.30987940828214,9.153298324660962,1205.6678630554254,sigma_railed_to_bound
allmetal,978,allmetal0978 26-02-14 08-54-10.fits,677.8189548737538,443.3166934730704,9.237009159110931,1205.6678620501718,sigma_railed_to_bound
allmetal,986,allmetal0986 26-02-14 09-02-10.fits,676.438798809689,377.7848314180837,9.731597448277132,1205.6678630558354,sigma_railed_to_bound
allmetal,994,allmetal0994 26-02-14 09-10-10.fits,676.7200783209307,405.2291209382336,9.813461668942828,1205.6678630558406,sigma_railed_to_bound
allmetal,1010,allmetal1010 26-02-14 09-26-11.fits,674.1125339416293,456.8376909675932,8.967680757120092,1205.6678630550805,sigma_railed_to_bound
allmetal,1012,allmetal1012 26-02-14 09-28-11.fits,674.6021868159933,423.7074907573677,9.431387716537984,1205.667863055669,sigma_railed_to_bound
allmetal,1016,allmetal1016 26-02-14 09-32-11.fits,673.4838310985294,427.5798180902273,9.81472733190291,1205.6678630558456,sigma_railed_to_bound
allmetal,1027,allmetal1027 26-02-14 09-43-11.fits,674.2319393091882,291.92315996454295,9.504279095308815,1205.6678629758972,sigma_railed_to_bound
allmetal,1030,allmetal1030 26-02-14 09-46-11.fits,674.1010006039803,239.83645490138952,9.591104766011178,1205.6678630557535,sigma_railed_to_bound
allmetal,1031,allmetal1031 26-02-14 09-47-11.fits,674.0636213125075,456.693925796304,9.18461630469931,1205.6678630558024,sigma_railed_to_bound
allmetal,1032,allmetal1032 26-02-14 09-48-11.fits,674.3465904520828,380.5896772723632,8.564026314060131,1205.667863055844,sigma_railed_to_bound
allmetal,1034,allmetal1034 26-02-14 09-50-11.fits,675.1363340306063,428.1082549725807,9.535958106909604,1205.6678630558458,sigma_railed_to_bound
allmetal,1035,allmetal1035 26-02-14 09-51-11.fits,674.296009326388,374.995510708692,9.396072891607387,1205.6678630558329,sigma_railed_to_bound
allmetal,1047,allmetal1047 26-02-14 10-03-11.fits,674.7551626117352,383.3580884050498,9.329282551500365,1205.667863051756,sigma_railed_to_bound
allmetal,1049,allmetal1049 26-02-14 10-05-10.fits,675.6493168382151,343.192624282763,9.090521009642538,1205.667863055836,sigma_railed_to_bound
allmetal,1056,allmetal1056 26-02-14 10-12-11.fits,674.9104209558587,2.8532453328645934e-08,9.572693507688824,1205.6678630454262,sigma_railed_to_bound
allmetal,1057,allmetal1057 26-02-14 10-13-11.fits,675.2063878803777,290.62135399869925,9.35257645989284,1205.6678630558458,sigma_railed_to_bound
allmetal,1059,allmetal1059 26-02-14 10-15-10.fits,674.4992037149876,377.79440601870647,10.039041253758995,1205.6678629839596,sigma_railed_to_bound
allmetal,1060,allmetal1060 26-02-14 10-16-11.fits,674.6511301513583,452.8438324777284,8.69859533238963,1205.667862930617,sigma_railed_to_bound
allmetal,1066,allmetal1066 26-02-14 10-22-11.fits,674.6334233988647,317.3332492418257,9.84503014724702,1205.667863055719,sigma_railed_to_bound
allmetal,1067,allmetal1067 26-02-14 10-23-11.fits,674.7993084023425,339.5619926404231,10.38691688661326,1205.6678630270303,sigma_railed_to_bound
allmetal,1069,allmetal1069 26-02-14 10-25-11.fits,674.0923199994006,383.54893097549217,9.071358148834085,1205.667863055696,sigma_railed_to_bound
allmetal,1071,allmetal1071 26-02-14 10-27-10.fits,674.3210714840841,412.9885911712486,10.511736347329729,1205.6678630557485,sigma_railed_to_bound
allmetal,1072,allmetal1072 26-02-14 10-28-11.fits,673.8767150352694,369.4630523929393,10.894543450245386,1205.6678630558458,sigma_railed_to_bound
allmetal,1073,allmetal1073 26-02-14 10-29-11.fits,675.354358828196,346.5365045193689,10.347860152972052,1205.667863054712,sigma_railed_to_bound
allmetal,1076,allmetal1076 26-02-14 10-32-11.fits,674.0538098296443,270.7006717530803,9.309874916603334,1205.6678630558436,sigma_railed_to_bound
allmetal,1078,allmetal1078 26-02-14 10-34-11.fits,674.195060586536,457.2537463635201,9.7688055984593,1205.6678630558083,sigma_railed_to_bound
allmetal,1086,allmetal1086 26-02-14 10-42-11.fits,674.3217601318348,370.40515900309566,10.052339715818922,1205.667861144116,sigma_railed_to_bound
allmetal,1088,allmetal1088 26-02-14 10-44-11.fits,674.5161531595705,312.6906339046027,10.090496514669637,1205.667863052626,sigma_railed_to_bound
allmetal,1089,allmetal1089 26-02-14 10-45-11.fits,674.9507440400133,333.12644201419954,9.875823012669812,1205.6678630558297,sigma_railed_to_bound
allmetal,1090,allmetal1090 26-02-14 10-46-11.fits,675.1179669560718,367.5805740620305,9.87804516830178,1205.6678630558374,sigma_railed_to_bound
allmetal,1092,allmetal1092 26-02-14 10-48-11.fits,674.3239755819493,293.26468402905806,12.432585280634692,1205.6678630558397,sigma_railed_to_bound
allmetal,1093,allmetal1093 26-02-14 10-49-11.fits,675.3678233463296,285.707848720225,10.955490632840636,1205.6678630558451,sigma_railed_to_bound
allmetal,1095,allmetal1095 26-02-14 10-51-12.fits,675.1656899760203,334.0953035498852,9.768800430481155,1205.6678630557567,sigma_railed_to_bound
allmetal,1103,allmetal1103 26-02-14 10-59-12.fits,674.7473838382549,431.1315601556668,10.65418132043544,1205.6678629696898,sigma_railed_to_bound
allmetal,1104,allmetal1104 26-02-14 11-00-12.fits,674.4312216824117,393.9679723156402,9.793835102184277,1205.6678630558458,sigma_railed_to_bound
allmetal,1110,allmetal1110 26-02-14 11-06-12.fits,674.8243149045478,335.3483988953587,10.145545172205166,1205.6678630426782,sigma_railed_to_bound
allmetal,1111,allmetal1111 26-02-14 11-07-12.fits,674.8496647348036,366.92489565998,10.489664480474383,1205.667863055839,sigma_railed_to_bound
allmetal,1112,allmetal1112 26-02-14 11-08-12.fits,675.3994199431285,399.5783116839474,10.462262779750551,1205.6678630236388,sigma_railed_to_bound
allmetal,1113,allmetal1113 26-02-14 11-09-12.fits,674.4951255567211,429.3913897541302,9.557939637896958,1205.667863054034,sigma_railed_to_bound
allmetal,1118,allmetal1118 26-02-14 11-14-12.fits,674.6779731722426,4.780026459084118e-05,10.14858760570057,1205.667863023345,sigma_railed_to_bound
allmetal,1120,allmetal1120 26-02-14 11-16-12.fits,675.141879219724,403.0188706762133,9.96814699119528,1205.6678630558458,sigma_railed_to_bound
allmetal,1122,allmetal1122 26-02-14 11-18-12.fits,675.0890170192795,441.70793907901054,10.628303286071173,1129.2710383800425,fwhm_over_max
allmetal,1125,allmetal1125 26-02-14 11-21-12.fits,674.4655544274293,306.73235708329145,9.05021296656737,1205.667863055151,sigma_railed_to_bound
allmetal,1128,allmetal1128 26-02-14 11-24-13.fits,674.4121600891726,433.1944851634146,9.795159362730844,1205.6678630550314,sigma_railed_to_bound
allmetal,1131,allmetal1131 26-02-14 11-27-13.fits,673.9442526279386,444.61245546062656,10.533712422586776,1205.667863054552,sigma_railed_to_bound
allmetal,1137,allmetal1137 26-02-14 11-33-13.fits,672.7673160914404,461.6852599079766,10.058546811151574,1205.667863055845,sigma_railed_to_bound
allmetal,1138,allmetal1138 26-02-14 11-34-12.fits,672.0912847600935,404.52807713575095,9.975589874418088,1205.667863042792,sigma_railed_to_bound
allmetal,1144,allmetal1144 26-02-14 11-40-13.fits,671.9436499161392,390.0224723280255,9.54752833681384,1205.6678630558442,sigma_railed_to_bound
allmetal,1148,allmetal1148 26-02-14 11-44-13.fits,671.9415428924609,299.2858426457066,8.784945734308833,1205.667863055798,sigma_railed_to_bound
allmetal,1149,allmetal1149 26-02-14 11-45-12.fits,671.6993952928333,436.4041647768073,9.756236764554432,1205.66786217729,sigma_railed_to_bound
allmetal,1151,allmetal1151 26-02-14 11-47-13.fits,671.7836659253585,371.08254333675416,8.149104083949918,1205.6678630551585,sigma_railed_to_bound
allmetal,1152,allmetal1152 26-02-14 11-48-13.fits,671.5610239986216,428.4517492964612,10.121457738680071,1205.6678630551887,sigma_railed_to_bound
allmetal,1157,allmetal1157 26-02-14 11-53-13.fits,670.9321152560094,317.7694093824215,11.139138124196654,1205.667863047314,sigma_railed_to_bound
allmetal,1163,allmetal1163 26-02-14 11-59-13.fits,671.0347269056911,479.4463724094056,9.940310587313585,1205.6678630558458,sigma_railed_to_bound
allmetal,1170,allmetal1170 26-02-14 12-06-12.fits,671.5984957280388,392.202796373668,10.27649458912924,1205.6678630558458,sigma_railed_to_bound
allmetal,1179,allmetal1179 26-02-14 12-15-13.fits,671.2802669482938,414.84610926372426,10.639897008014843,1205.667863054465,sigma_railed_to_bound
allmetal,1181,allmetal1181 26-02-14 12-17-13.fits,671.0710160968628,368.3042157358831,9.615654871282556,1205.6678630556976,sigma_railed_to_bound
allmetal,1182,allmetal1182 26-02-14 12-18-13.fits,671.2658034761574,354.5462983099632,10.024449051084108,1205.6678630541453,sigma_railed_to_bound
allmetal,1184,allmetal1184 26-02-14 12-20-13.fits,671.1128913633366,403.13442498774657,9.082342176246854,1205.6678630554566,sigma_railed_to_bound
allmetal,1188,allmetal1188 26-02-14 12-24-13.fits,670.867514907741,345.3839514414548,9.257583168737186,1205.667863055197,sigma_railed_to_bound
allmetal,1189,allmetal1189 26-02-14 12-25-13.fits,671.052288824024,257.5068878734174,9.70720554091546,1205.6678630558447,sigma_railed_to_bound
allmetal,1194,allmetal1194 26-02-14 12-30-13.fits,670.5480239242121,307.70437174118143,9.427491464174915,1205.6678630516303,sigma_railed_to_bound
allmetal,1201,allmetal1201 26-02-14 12-37-13.fits,670.192500109915,305.38561615558643,9.422339882636011,1205.6678630530837,sigma_railed_to_bound
allmetal,1206,allmetal1206 26-02-14 12-42-13.fits,670.9864064209753,405.2344472943004,9.597052641562769,1205.6678630558135,sigma_railed_to_bound
