dot_x,dot_y,dot_fwhm_x,dot_fwhm_y,laser_x,laser_y
1.403719427429310144e+03,6.489449736415559755e+02,6.443088609071728001e+01,8.051170633185779479e+01,1.253267543447232583e+03,1.121707422434704995e+03
1.404480728027542682e+03,6.491447818297824597e+02,6.380640747071468155e+01,7.987211146601137557e+01,1.253639654786206847e+03,1.120405894470372914e+03
1.405196023450728035e+03,6.481312932826463111e+02,6.350037150837316346e+01,7.872679874289075030e+01,1.254723820317121408e+03,1.120833966044338695e+03
1.403663926107006091e+03,6.497707798716397747e+02,6.652010833087558694e+01,7.683765384579015745e+01,1.252650357427240124e+03,1.120530226487193886e+03
1.403752730577002467e+03,6.494614730685163977e+02,6.804431549010998026e+01,7.987284405390728637e+01,1.253223463015057632e+03,1.119893305883184439e+03
1.403266566179882147e+03,6.508609592175499756e+02,6.607849747082497061e+01,7.638916987920993051e+01,1.252225203717643808e+03,1.121268668888717229e+03
1.403769754271912007e+03,6.486447262483158056e+02,6.677235060574552961e+01,7.929505301417169960e+01,1.253404047555785382e+03,1.120238336889338598e+03
1.404657287137552203e+03,6.479274329837310233e+02,6.530391681873067000e+01,7.906736091928809174e+01,1.254038222846132157e+03,1.120728503796362929e+03
1.403909236665721210e+03,6.504874038298295318e+02,6.441937713791868703e+01,7.771677365575985164e+01,1.253435329441135082e+03,1.122552211423349718e+03
1.405668529121556503e+03,6.469667886053390475e+02,6.341156571216578897e+01,7.893799691125374807e+01,1.255615653339134496e+03,1.121367637422334155e+03
1.404742559820263068e+03,6.493693750546715364e+02,6.482011677647589920e+01,7.952370629900813981e+01,1.253886290091095816e+03,1.121026633495762553e+03
1.405093543183325210e+03,6.483328756924447589e+02,6.343400087895894757e+01,8.098960883127703880e+01,1.254214125142767443e+03,1.120183477420409417e+03
1.405287533335446597e+03,6.484257941093275122e+02,6.461755101394422240e+01,7.896374587688119107e+01,1.254348934640525840e+03,1.120259652104880615e+03
1.405811196157943186e+03,6.485507103596805791e+02,6.310993421739365772e+01,7.841910372224766945e+01,1.255074113262612173e+03,1.121665735095784385e+03
1.403728443233531607e+03,6.500664336586619356e+02,6.717134919723416431e+01,7.858851969106562763e+01,1.252803519264369015e+03,1.120514074240924856e+03
1.405182121980670217e+03,6.491102258551245541e+02,6.432450384378634567e+01,7.932193067039440848e+01,1.254282009571069239e+03,1.121389046518551140e+03
1.403419149084780884e+03,6.504812084897291697e+02,6.656640199991014128e+01,7.886625284338711595e+01,1.252722799081464700e+03,1.120241456976345944e+03
1.403848835415587018e+03,6.504410697382995750e+02,6.679804707501411087e+01,7.963448492834267256e+01,1.253403619887219975e+03,1.120758868676827888e+03
1.405039307082023242e+03,6.504166387561828060e+02,6.260399701040081055e+01,7.884090110887260039e+01,1.254867940598468749e+03,1.122922393395105473e+03
1.405262787247153483e+03,6.488651815635635103e+02,6.422410296307009503e+01,7.926302930208284181e+01,1.254624357126569976e+03,1.120979730382768366e+03
1.403597879663547474e+03,6.497622086898998077e+02,6.713930959670783238e+01,8.092776704145192923e+01,1.253438269046937876e+03,1.119790674045485957e+03
1.405692882295553090e+03,6.478045212962301775e+02,6.415308336308937953e+01,8.092820577330975595e+01,1.255352485540106954e+03,1.119459620465878288e+03
1.405021402647565537e+03,6.488373516742394713e+02,6.472043433705312054e+01,7.861091077009770345e+01,1.254376954899180873e+03,1.120010416598363918e+03
1.405248974562652393e+03,6.493254484603201035e+02,6.422310307007798258e+01,8.236881585505902592e+01,1.254296702850930615e+03,1.121537361159686952e+03
1.402369715333513341e+03,6.524800071339213901e+02,6.713500149307510867e+01,7.934195071191143711e+01,1.251905970122531699e+03,1.122211774954330849e+03
1.405023315502246987e+03,6.494913806095728432e+02,6.414089662256806434e+01,8.188400000574301885e+01,1.254411310705658934e+03,1.121053959927776759e+03
1.405165810135413722e+03,6.491001657283953818e+02,6.384540220013970213e+01,8.049252426080072098e+01,1.254489749714164645e+03,1.121666056142233856e+03
1.404713121778730965e+03,6.504066319584770781e+02,6.391293448835937596e+01,8.080958047660050170e+01,1.254218605934075413e+03,1.122038740577827866e+03
1.405583087721558968e+03,6.487873587281125083e+02,6.295747942567270883e+01,8.117452629575186052e+01,1.254640600942043648e+03,1.121615620720956940e+03
1.403610187241065432e+03,6.510250543747602023e+02,6.587682378274588757e+01,7.934604265437600645e+01,1.252951304234696408e+03,1.121776654709612558e+03
1.404276366031628640e+03,6.503332326364576375e+02,6.362944995199393361e+01,7.934313538510164676e+01,1.253971934067226812e+03,1.122214070311564228e+03
1.405249472102497748e+03,6.492736997115327995e+02,6.365883119159060755e+01,8.126659408546126429e+01,1.254254892750069530e+03,1.120517200654401677e+03
1.405398770305205289e+03,6.491941670476894615e+02,6.346793508754744551e+01,8.158735765437302234e+01,1.254688435148383178e+03,1.121277678764352004e+03
1.405849279858952968e+03,6.486980209910891517e+02,6.399118382472142486e+01,8.200251940152304542e+01,1.254932539730932604e+03,1.120962298128509246e+03
1.405282190128082675e+03,6.485321994260289102e+02,6.558436914975716547e+01,8.189145915385522301e+01,1.254505068104162774e+03,1.120819317913915484e+03
1.404469446733975929e+03,6.495713585414750924e+02,6.591728041182932429e+01,8.028836256162752250e+01,1.253866387287096586e+03,1.120364426559536923e+03
1.405443031055106303e+03,6.497799945037513680e+02,6.391876323924814329e+01,7.951914920747887550e+01,1.254645062659936912e+03,1.121941587786310265e+03
1.404452728936808626e+03,6.501076482549999582e+02,6.442319138767595632e+01,8.095113556850375858e+01,1.253979493700886678e+03,1.121070694910606107e+03
1.405441581046020929e+03,6.488123963851451208e+02,6.383002147639282242e+01,8.125417846633934005e+01,1.254522975113253779e+03,1.120687223945881897e+03
1.405696917937515082e+03,6.484201489378674523e+02,6.373344415592701040e+01,8.047034778865888427e+01,1.254916691641172747e+03,1.120562324007149073e+03
1.403298423075774053e+03,6.506266308334858195e+02,6.679998088786533117e+01,7.850474314552772626e+01,1.252589424910603384e+03,1.120923406135085315e+03
1.405142844115698153e+03,6.488827781732626363e+02,6.365096767217249862e+01,8.045916739771726611e+01,1.254541294006157614e+03,1.121180634043997770e+03
1.404930527217181407e+03,6.477065284866285992e+02,6.371851617583890004e+01,7.921785693067663203e+01,1.254533873925271109e+03,1.120600558532522427e+03
1.403593350982678658e+03,6.505567009565839953e+02,6.574429317296142017e+01,7.932063930286207665e+01,1.252988634073388994e+03,1.121068558782853643e+03
1.404014352623135665e+03,6.509316836363574339e+02,6.587106193068321147e+01,7.938363246529308981e+01,1.253240854082053374e+03,1.120742188536388767e+03
1.405570270906689302e+03,6.481316300750122537e+02,6.333824285107070295e+01,7.993566727880832445e+01,1.255230695609475561e+03,1.121159989283270534e+03
1.404929455719638781e+03,6.497781943393732718e+02,6.487246213542456985e+01,7.929202965400948244e+01,1.254015547310981674e+03,1.120934367097732547e+03
1.404042104162813530e+03,6.502327541449343471e+02,6.544656578747591880e+01,7.744327672607619206e+01,1.253051366239494882e+03,1.121303915659627137e+03
1.405399688048299367e+03,6.485532436891130601e+02,6.340092255595348547e+01,7.880761496603133764e+01,1.254945340985359053e+03,1.121285760951361908e+03
1.405101781810464900e+03,6.495861853872867187e+02,6.346498417864454922e+01,8.244347508918713174e+01,1.254503169064354324e+03,1.120735160230628480e+03
1.405547502196961204e+03,6.468268189890435451e+02,6.376458455202231335e+01,8.171267663268072567e+01,1.255805070604837056e+03,1.119804987078680369e+03
1.405272409611060084e+03,6.500771285285142085e+02,6.448292597958275962e+01,8.100489634689445495e+01,1.254360144282636384e+03,1.120514621695999722e+03
1.405040963985272811e+03,6.495029091327115793e+02,6.402141189300716917e+01,7.997714597651109614e+01,1.254637348621424735e+03,1.121420933107385736e+03
1.405833128011029658e+03,6.495029860988761357e+02,6.335780426893838069e+01,8.126142797082752622e+01,1.255212108614875660e+03,1.121839534394610155e+03
1.405620583523798587e+03,6.488658725299625303e+02,6.350058048399765198e+01,8.064458764981780803e+01,1.255430071044016358e+03,1.120631688823863897e+03
1.405351330967223021e+03,6.501720088782013818e+02,6.366419568623464897e+01,8.073800206114383116e+01,1.254901331092676401e+03,1.121436847366046777e+03
1.405043795336837775e+03,6.494651500714581971e+02,6.446696103294355851e+01,8.041944230767570900e+01,1.254275779617283661e+03,1.121479632875083780e+03
1.403845977329372772e+03,6.497783763061154332e+02,6.678202880318737300e+01,8.204389973648886780e+01,1.253384751399902598e+03,1.120427489014095045e+03
1.405295961702875047e+03,6.498140310122344090e+02,6.453429716597614174e+01,8.190554837863655280e+01,1.254321037681595271e+03,1.121108986831612356e+03
1.404716293106861031e+03,6.495614098258604372e+02,6.441983731461822060e+01,8.041470453725237633e+01,1.253932359812484265e+03,1.121787593641239937e+03
1.404490707045289355e+03,6.498116178292336826e+02,6.533183403316951399e+01,8.043067668247267932e+01,1.253574020083949563e+03,1.121301241818302515e+03
1.404678452743627076e+03,6.515336970026540939e+02,6.285469219222683535e+01,7.958930559862002951e+01,1.253861729628824150e+03,1.123796263027991245e+03
1.405004806447741885e+03,6.494622530576353938e+02,6.429398784005536527e+01,7.911726652562998652e+01,1.254399388406376374e+03,1.122411774711944645e+03
1.294358990813676883e+03,6.570613507334010137e+02,1.666668958358727366e+02,3.436091470500358014e+01,1.220226308801994946e+03,1.197096861633084927e+03
1.318739405376087234e+03,6.567804611031990589e+02,1.470732297992538236e+02,3.437242257551434221e+01,1.219981836318620026e+03,1.199373168430154692e+03
1.313565266882123069e+03,6.559090675625149061e+02,1.527217185461964846e+02,3.361591152749309686e+01,1.220131527532764494e+03,1.197208547657437293e+03
1.285438389848686484e+03,6.565848049618329014e+02,1.722971925122497510e+02,3.432302001072446984e+01,1.220583707745492575e+03,1.193171287009819252e+03
1.320927467835588004e+03,6.560100879427643576e+02,1.469066898459010133e+02,3.397596436287454935e+01,1.220447398260238515e+03,1.199290795734108542e+03
1.313419827670594714e+03,6.567341898459695813e+02,1.542589806180052676e+02,3.544260257291617222e+01,1.220321940816541428e+03,1.197906234191358180e+03
1.201272916690184957e+03,6.563268383737105296e+02,2.283477694954954984e+02,3.298203243906506543e+01,1.220870591031153253e+03,1.189937878344120463e+03
1.250503818729218210e+03,6.577644319348743238e+02,1.968184612172789514e+02,3.511069137120727390e+01,1.221129697635908997e+03,1.189027259646506081e+03
1.298224024535994431e+03,6.564363719037559122e+02,1.635188846959828766e+02,3.434040353773274035e+01,1.220254541636841623e+03,1.196408896818821631e+03
1.305561970328509460e+03,6.560992427777237026e+02,1.579339363714900912e+02,3.327076826365735940e+01,1.219887248253430926e+03,1.197399836201855578e+03
1.404455424008411910e+03,6.499406472572111397e+02,6.657812036640285669e+01,8.047905011729388036e+01,1.253514881848225286e+03,1.121148048407331771e+03
1.263266338512360335e+03,6.556527537160189922e+02,1.918668662390331292e+02,3.371606069813798001e+01,1.220828739862990233e+03,1.190833934092908066e+03
9.425706188746969474e+02,6.584159244929024908e+02,3.411032385126671329e+02,3.661589002425909456e+01,1.221059860328708965e+03,1.188896681354152406e+03
1.288580774442405300e+03,6.567785216190176243e+02,1.695494426341439294e+02,3.382843881939125197e+01,1.220277524353144599e+03,1.195628187298147395e+03
1.145325454399376667e+03,6.560290314277522157e+02,2.560062180247434753e+02,3.338146063010803033e+01,1.220805227487280035e+03,1.192339870730272651e+03
1.319994268566463916e+03,6.568516088656292595e+02,1.478255524820202993e+02,3.507315505768513475e+01,1.220261591704618013e+03,1.199379469253076195e+03
1.244341140441783182e+03,6.564053378955284188e+02,2.005698428496282304e+02,3.389565422534381156e+01,1.220707695025808334e+03,1.190930693529338896e+03
1.168607087164904442e+03,6.562589908898946760e+02,2.488335218820905084e+02,3.420629188667319198e+01,1.220956309459210843e+03,1.189412256036213876e+03
1.331328088626131830e+03,6.572045369063672524e+02,1.386414394308478677e+02,3.525613724765798906e+01,1.220119881159280567e+03,1.199322514099409773e+03
1.285352513399789359e+03,6.567334791652975809e+02,1.724731088190802950e+02,3.465707078957802878e+01,1.220005568896321847e+03,1.193762744801042118e+03
1.279887281323134857e+03,6.575066316617733264e+02,1.764869792688688506e+02,3.607305774302567158e+01,1.220235055350489802e+03,1.194503909215263775e+03
1.405779637923629934e+03,6.494922968912262604e+02,6.370900445431775694e+01,8.219784429482369603e+01,1.255528872038050849e+03,1.121484788864364873e+03
1.079501415737957359e+03,6.570237390466405714e+02,2.892705896036646891e+02,3.575406155642182426e+01,1.221194121482994888e+03,1.189241529859583579e+03
1.296169325928271519e+03,6.568248835288875398e+02,1.647963369424312816e+02,3.515701016268893397e+01,1.220008203698246916e+03,1.195148320929668898e+03
1.296262974127591860e+03,6.564284831725146887e+02,1.643352967862983292e+02,3.408932921113878933e+01,1.220144865266483521e+03,1.194007825478529867e+03
1.309003266834496117e+03,6.566220455127552214e+02,1.559129104698741060e+02,3.449610423223028022e+01,1.219754610015474100e+03,1.199342750388395189e+03
1.268184854262396129e+03,6.571996705514815176e+02,1.832390691272495076e+02,3.585155073518323832e+01,1.220527209945176537e+03,1.191112093185628055e+03
1.202925560759344762e+03,6.557653666061307831e+02,2.253256986157062727e+02,3.317937826847878569e+01,1.220745011614991881e+03,1.190528721505354724e+03
1.320219452613807107e+03,6.573694382977420219e+02,1.460958579627375968e+02,3.544502159532750341e+01,1.220020276527174019e+03,1.200078535302588307e+03
1.295414371076193675e+03,6.564953268871829550e+02,1.651855494575379169e+02,3.477244938404062680e+01,1.220179242798538098e+03,1.200557768376911554e+03
1.301186223379106195e+03,6.569687594087189382e+02,1.608310769197210277e+02,3.423420984109974086e+01,1.220412393330017494e+03,1.192955967659393991e+03
1.302521201817991368e+03,6.572000674051912483e+02,1.594842220501816143e+02,3.482191355506846975e+01,1.219963712934665409e+03,1.197761087235015111e+03
1.403816983339910848e+03,6.507828764503151433e+02,6.613133461141772784e+01,8.143922650022332732e+01,1.253125588083627918e+03,1.122119812318243476e+03
1.309570194930470052e+03,6.561908394412810139e+02,1.561011121239302213e+02,3.398219952626376994e+01,1.220239860878758918e+03,1.198362131990081025e+03
1.231528190189885436e+03,6.556063082571736231e+02,2.120376822853537533e+02,3.326256037778021835e+01,1.220705225174858697e+03,1.191877106032002075e+03
1.315425435926877981e+03,6.562909737871098059e+02,1.494674910194351867e+02,3.304113840584685136e+01,1.219925354614816797e+03,1.197747748606191180e+03
1.289583309593910371e+03,6.570001573606123202e+02,1.692647891810104852e+02,3.471038926632429167e+01,1.220521775592406357e+03,1.194948808201368365e+03
1.297005686515901971e+03,6.569175671872287694e+02,1.636596533821320349e+02,3.580039579369174874e+01,1.220140666910286654e+03,1.193583399196360688e+03
1.303775453991378754e+03,6.567157027523118131e+02,1.597074262815958718e+02,3.442058315241135347e+01,1.220165649088499777e+03,1.200480147489084175e+03
1.303447206894386454e+03,6.574803807272292033e+02,1.606736101241534129e+02,3.550596201292231058e+01,1.220442449622620416e+03,1.195290106186396997e+03
1.301231960204225970e+03,6.565359662250896235e+02,1.586153474799181708e+02,3.314181540047545127e+01,1.219719364547096575e+03,1.200163200311790661e+03
1.322525681504994736e+03,6.558352671357516783e+02,1.464278147750993355e+02,3.363830177864304716e+01,1.219923885185685322e+03,1.197741396459302905e+03
1.278402864892805383e+03,6.572173014789244689e+02,1.760740169661825973e+02,3.602967846719479894e+01,1.220113325695233470e+03,1.192562694242136786e+03
1.405326774958552733e+03,6.496737977574055094e+02,6.373188256465248003e+01,8.093478003444091939e+01,1.254763970803531720e+03,1.121822878439396618e+03
1.304786988497749462e+03,6.556260002280487242e+02,1.602205289799018999e+02,3.337186793178789657e+01,1.219778495762886678e+03,1.196840754315596541e+03
1.166068415351596741e+03,6.581982084650475144e+02,2.497793895628973928e+02,3.674622924666826407e+01,1.221103923148052218e+03,1.188682967661330167e+03
1.323751742879436961e+03,6.574381190742089984e+02,1.431401565550544035e+02,3.495466041104239707e+01,1.219705205366754853e+03,1.196504901949845589e+03
1.308158622841517854e+03,6.574093291646581747e+02,1.544772715574940491e+02,3.604955636947524056e+01,1.219817230927493711e+03,1.200019115373281238e+03
1.298001895053299450e+03,6.563866204480353872e+02,1.656361942169641850e+02,3.539439160074813628e+01,1.220172748319626862e+03,1.196651950584422138e+03
1.293684635736410428e+03,6.565063835660980658e+02,1.676108863277837600e+02,3.520838902181677099e+01,1.220120103399282470e+03,1.195478909355189899e+03
1.297068998380481617e+03,6.565454334993743259e+02,1.646223249161468232e+02,3.421202579584323189e+01,1.220140123868221963e+03,1.195634679437775276e+03
1.288017349381366103e+03,6.564491327438126973e+02,1.719225926447352606e+02,3.378711421037820628e+01,1.220276621837027278e+03,1.196566619032068047e+03
1.286176119551302008e+03,6.560430667977116173e+02,1.746109098879325927e+02,3.411277763996352519e+01,1.220011737418926259e+03,1.200786896446813898e+03
1.108279064228121115e+03,6.559006179818757118e+02,2.742594329275032123e+02,3.237319463840619704e+01,1.221013791650355643e+03,1.188810368903632707e+03
1.405391084222587551e+03,6.501455500803403993e+02,6.353114722576909656e+01,8.053741421294630243e+01,1.254545517071148424e+03,1.122111684249844529e+03
1.297034251470650361e+03,6.567840491592385206e+02,1.632376928725587106e+02,3.404247405896911971e+01,1.220015754152366071e+03,1.200441393590697317e+03
1.222596461896266419e+03,6.562420193877111387e+02,2.164499868888451317e+02,3.327987446366510937e+01,1.221048633681604770e+03,1.189439227138841261e+03
1.201224776486308201e+03,6.557103900671527299e+02,2.241740946730266728e+02,3.344310463359581576e+01,1.220531505170530636e+03,1.191223857425597089e+03
1.308793032113507024e+03,6.566919002660595197e+02,1.556137667022838116e+02,3.472889889601134428e+01,1.220091618209100034e+03,1.196894682928992324e+03
1.265272575403707833e+03,6.562172164327960218e+02,1.884934573261415949e+02,3.499559195716052074e+01,1.219888163348263106e+03,1.195611848007667049e+03
1.312018262166068325e+03,6.566746500867126315e+02,1.517142075340419183e+02,3.412187760559665861e+01,1.220078038658721880e+03,1.197167978168360605e+03
1.293455377164788160e+03,6.555025007379624640e+02,1.666228984710637917e+02,3.214971176991637236e+01,1.219993584792600586e+03,1.198846942289917479e+03
1.245090821861732820e+03,6.557843544561236513e+02,1.987117147526646477e+02,3.323926134084376116e+01,1.220210718161034265e+03,1.192265668274536210e+03
1.310345977479515568e+03,6.565344364818221266e+02,1.569983654308734060e+02,3.386355427074498436e+01,1.220230092738375333e+03,1.194367862084033504e+03
1.131128720579416722e+03,6.557896317189596402e+02,2.643493802715262291e+02,3.399251319069090016e+01,1.220794184831943767e+03,1.190487737502294522e+03
1.405022355039423473e+03,6.501121781065006644e+02,6.493179036248344005e+01,8.137726492516820542e+01,1.254179104245249619e+03,1.121371875466589472e+03
1.316475548189096116e+03,6.564847229161974838e+02,1.482913017273207288e+02,3.389525546684152602e+01,1.219922573590040656e+03,1.200024768563655016e+03
1.127832229731415964e+03,6.558370377326135667e+02,2.676806838617059725e+02,3.391974977939485569e+01,1.221069518189927749e+03,1.189272871144340343e+03
1.298497323225407627e+03,6.560814920694544981e+02,1.648040642054087357e+02,3.518845726104769511e+01,1.220028405866179355e+03,1.194368933027000821e+03
1.315560502234392288e+03,6.564353268042953005e+02,1.496949565752929914e+02,3.324927556301742726e+01,1.219787916573315670e+03,1.200225575595769442e+03
1.188414644491553190e+03,6.565945104987531522e+02,2.326726589484740657e+02,3.486419991078809488e+01,1.220950074181962236e+03,1.189897147006740397e+03
1.279626944582990518e+03,6.566478009522618322e+02,1.762372928847589151e+02,3.256563966469458649e+01,1.220349591863041724e+03,1.193324173200148834e+03
1.294130516178128801e+03,6.561286560122720175e+02,1.654821478517994819e+02,3.290848087098481045e+01,1.220320400444488314e+03,1.198115265629350461e+03
1.281989194540330573e+03,6.572493613162878319e+02,1.725725624742290734e+02,3.525594113112553885e+01,1.220143833400301901e+03,1.192925443243751488e+03
1.275548484113903214e+03,6.558218952503513037e+02,1.813982914871194509e+02,3.285241553908164747e+01,1.220395782751616707e+03,1.195272985509838691e+03
1.311496133801520273e+03,6.565903105608992973e+02,1.533551009377968626e+02,3.316740722255733687e+01,1.220066888079939645e+03,1.199191637502766525e+03
1.404797917226663230e+03,6.488312335771379367e+02,6.521066900374411546e+01,7.790640362284969456e+01,1.254122277781839102e+03,1.120752371498454522e+03
1.306545084229337590e+03,6.563270821755844509e+02,1.595055930217616833e+02,3.430521040334713234e+01,1.220156418183097685e+03,1.199596010708995209e+03
1.284882492726180999e+03,6.558277256511003088e+02,1.744629152373512113e+02,3.374461459080378489e+01,1.220032413439686479e+03,1.193920426887061694e+03
1.316520294836664789e+03,6.565086276729432484e+02,1.524772089411608817e+02,3.494698256597655472e+01,1.219863892410675362e+03,1.198013746251365546e+03
1.297710639178085785e+03,6.567338197368208057e+02,1.629682988244378805e+02,3.398382170922283052e+01,1.219892841831389433e+03,1.200333256266417948e+03
1.292791866231897302e+03,6.560058069915037322e+02,1.664216279502716702e+02,3.341348150878660306e+01,1.220191155004947177e+03,1.197583757685613818e+03
1.303621506396817722e+03,6.560005794874039111e+02,1.611464449570609077e+02,3.339660765715461821e+01,1.220040163265078490e+03,1.199955728964398531e+03
1.297170579891212128e+03,6.571239106509613066e+02,1.642917767634484960e+02,3.596887360007221446e+01,1.220174118296674578e+03,1.198305125953950665e+03
1.209118866522677308e+03,6.565524743522090603e+02,2.219194514471438708e+02,3.628170950571307429e+01,1.220708798821946402e+03,1.191357539904999157e+03
1.304329219221608355e+03,6.568122647216657697e+02,1.567233190088331298e+02,3.452188543635877238e+01,1.220125643964064466e+03,1.199169313461180082e+03
1.195343877410042069e+03,6.556069384118941343e+02,2.302316552770300575e+02,3.398137101166197738e+01,1.220623178450023261e+03,1.191102954431046783e+03
1.404186281058865006e+03,6.503303916922852750e+02,6.442345954385191931e+01,8.059029151274671676e+01,1.253209944221618116e+03,1.122223902133122010e+03
1.284311968052047632e+03,6.568858817773465262e+02,1.738236327210730110e+02,3.463188739519129911e+01,1.220113235773254473e+03,nan
1.207228640535228578e+03,6.560995684416252516e+02,2.259357838808163308e+02,3.432094813726146754e+01,1.220957890743139160e+03,1.189956092831802380e+03
1.184280322400447631e+03,6.566447919865871654e+02,2.399607889968926600e+02,3.447593199773780270e+01,1.220892205612569114e+03,1.189294914500114373e+03
1.254120095136652935e+03,6.576721267644064710e+02,1.948099991068666554e+02,3.521085336492172502e+01,1.220335116706027748e+03,1.192567988998876444e+03
1.288246300748254271e+03,6.568581680265219802e+02,1.699186174836937084e+02,3.554577042777645346e+01,1.220442970387926607e+03,1.192410651156969379e+03
1.275304634753597838e+03,6.553009986691562290e+02,1.828110546967772052e+02,3.194407554162180318e+01,1.220536384774142107e+03,1.193119082837440601e+03
1.316534441920873860e+03,6.569268415311536273e+02,1.506222175379801627e+02,3.523791423204706774e+01,1.220126858588788537e+03,1.197571549708963857e+03
1.259053439237691919e+03,6.561505308783814598e+02,1.931334995039423745e+02,3.465923685240260710e+01,1.220259665059430290e+03,1.193392836305024503e+03
1.301906800205060563e+03,6.555495126999975355e+02,1.618251416049246529e+02,3.296617525825112693e+01,1.220054050117166298e+03,1.199163686586683980e+03
1.312489045134530443e+03,6.563613438758690108e+02,1.514928739292239754e+02,3.312751775938905752e+01,1.219858041933955292e+03,1.199854936781968263e+03
1.404980692520157845e+03,6.492279381031532921e+02,6.515113292340558360e+01,8.051830345932644661e+01,1.254292421157507761e+03,1.121566356611056108e+03
1.196153208487347229e+03,6.555060659744008262e+02,2.327488387283903535e+02,3.349527659660153489e+01,1.221095219317189731e+03,1.191067032307230875e+03
1.269638783133728339e+03,6.556976313714836806e+02,1.856519045440342381e+02,3.310663446148108591e+01,1.220427032513672884e+03,1.193907070125797645e+03
1.275133233323738068e+03,6.562705700819375352e+02,1.799957875475703872e+02,3.522063254951427069e+01,1.220223765672238642e+03,1.193658863129011706e+03
1.304739492896251022e+03,6.553980507618451838e+02,1.623655252068441541e+02,3.400878377488629667e+01,1.220287707118956405e+03,1.196352929962442659e+03
1.303630535453049788e+03,6.559504347790764314e+02,1.598272621552945054e+02,3.343322588289399988e+01,1.220094502233118874e+03,1.198763885592757333e+03
1.288543729573549626e+03,6.557329007204576783e+02,1.710200539124496686e+02,3.372392708481604728e+01,1.220302731385864035e+03,1.198003697467500842e+03
1.301852775482936977e+03,6.562365955572510074e+02,1.586119687218652246e+02,3.391486057403321297e+01,1.220059742851071178e+03,1.199721479278165589e+03
1.307024057938053375e+03,6.555113010331791656e+02,1.593276467212364480e+02,3.427451352531138440e+01,1.219905650212692990e+03,1.200965366187123209e+03
1.287287817436605565e+03,6.565328954987332963e+02,1.702151567905987974e+02,3.528589125981223873e+01,1.220175809103734082e+03,1.198949005972408258e+03
1.297617520589064725e+03,6.556580256868219294e+02,1.663183553298797221e+02,3.345886193200115599e+01,1.220260339939611640e+03,1.195128600366815590e+03
1.404546721131153163e+03,6.505053996429332983e+02,6.488766713133988162e+01,7.923504096812692410e+01,1.253715946646724205e+03,1.121962844795559704e+03
1.302768855415517919e+03,6.563124581793999823e+02,1.601113169879617431e+02,3.468538697177491770e+01,1.220120341061773388e+03,1.200509306630557148e+03
1.221481592346304069e+03,6.567939054533945864e+02,2.158955922775075180e+02,3.615981333426805833e+01,1.220862405219732636e+03,1.190102575813968542e+03
1.317928705592076994e+03,6.554059178112179325e+02,1.503152576738367259e+02,3.373308060435998357e+01,1.220098446078291772e+03,1.198950038969630896e+03
1.311714397552104174e+03,6.570330024742842170e+02,1.536024942353772360e+02,3.547379316198085064e+01,1.219902135335131788e+03,1.197652410011613938e+03
1.239357417615855866e+03,6.559473260587973300e+02,2.035464658828892084e+02,3.424120735159261386e+01,1.220399890233476526e+03,1.191282177734556171e+03
1.282516288976397618e+03,6.557950494674787478e+02,1.755834476743862638e+02,3.465548483564797522e+01,1.220229433876034136e+03,1.200062276060429440e+03
1.309042024236808402e+03,6.557162902124276798e+02,1.570805395818453292e+02,3.399801543618843169e+01,1.220091290976906748e+03,1.197476609070076393e+03
1.291166844142667060e+03,6.566517202778205728e+02,1.691933111402589134e+02,3.549337693446456399e+01,1.220030921122234076e+03,1.194744076075779503e+03
1.317313257212575081e+03,6.558030002418981894e+02,1.501536933117532726e+02,3.392248983602060264e+01,1.220133648285565414e+03,1.197175065177245415e+03
1.292082050250702650e+03,6.555946456168844634e+02,1.675171109399194620e+02,3.268691559164283689e+01,1.220220927260358394e+03,1.199763405298771659e+03
1.404636313622004309e+03,6.497193504808590205e+02,6.557328363644437275e+01,7.948224746681886188e+01,1.253865390960694185e+03,1.120878596371559979e+03
1.305290185881963680e+03,6.555086223685907498e+02,1.611841847051762500e+02,3.466012644825312350e+01,1.220269176861296501e+03,1.194191284222907825e+03
1.305963606967338592e+03,6.561017739305885925e+02,1.597095912392943831e+02,3.500675838272002949e+01,1.220269049559002951e+03,1.197440758085947891e+03
1.249062401206287177e+03,6.561121213528916769e+02,1.978649984527062031e+02,3.422524117187253978e+01,1.220640492750921567e+03,1.194135309884941762e+03
1.211541265502634360e+03,6.556677001037323862e+02,2.206206322540811868e+02,3.522429977662044109e+01,1.220616483625752608e+03,1.198738416285395260e+03
1.237204046658053130e+03,6.552485551473695295e+02,2.072536350762350992e+02,3.458409631597755407e+01,1.220794972600582923e+03,1.192176430977678820e+03
1.209848583197019707e+03,6.548874362677539693e+02,2.257167594441924621e+02,3.527747832091532842e+01,1.221087208570230132e+03,1.192555997345264359e+03
1.253034424295769895e+03,6.551766059311454455e+02,1.987583817117933052e+02,3.487004300834587411e+01,1.220949346942813008e+03,1.194671826883126869e+03
1.264061943779295916e+03,6.546917030786634086e+02,1.908771031692534450e+02,3.388959838497616772e+01,1.221101721269187919e+03,1.193602176696340166e+03
1.169968045612731657e+03,6.567188559820910996e+02,2.443865760067135682e+02,3.671031327017865209e+01,1.220910159973886721e+03,nan
1.187385044651793351e+03,6.554964649717003340e+02,2.376348325524016332e+02,3.580139043526505560e+01,1.220858451559143987e+03,1.197163106162965505e+03
