dot_x,dot_y,dot_fwhm_x,dot_fwhm_y,laser_x,laser_y
1.400444616881262391e+03,6.349603720918644285e+02,6.585898306508957489e+01,7.404348872112413460e+01,1.257134641667826600e+03,1.107981062580970502e+03
1.401224975911707816e+03,6.354124693243679758e+02,6.542494400902019436e+01,7.353071368440771494e+01,1.257678813661429558e+03,1.107980229714476991e+03
1.399124377407915517e+03,6.356596787232231236e+02,6.740326499170421926e+01,7.217285397095068333e+01,1.255545370244009973e+03,1.107455805679737296e+03
1.400595465972568263e+03,6.357604644650032242e+02,6.486883215161716976e+01,6.858187962021121109e+01,1.256660248484143722e+03,1.108573845528847187e+03
1.398847117251860482e+03,6.360008364493144200e+02,6.809317833215857263e+01,6.938796710086846531e+01,1.254919810686962592e+03,1.107044199627006719e+03
1.401242263843858609e+03,6.347996478818604373e+02,6.591606609619766743e+01,6.987761384711514268e+01,1.257562590666710094e+03,1.106349159106479419e+03
1.401382840327302802e+03,6.357183944772049244e+02,6.628868507067717530e+01,6.932252854404416098e+01,1.257128905695444701e+03,1.107010644648299376e+03
1.401512548297310332e+03,6.364864663143354164e+02,6.639009615459204383e+01,6.919960184029349648e+01,1.257036069329690690e+03,1.107361843639218478e+03
1.402248325255254940e+03,6.359915545100127474e+02,6.608743907229136028e+01,6.987004174904254228e+01,1.257833303206924484e+03,1.106492761837821035e+03
1.401772142223270521e+03,6.362501049055156273e+02,6.572051050023519281e+01,6.823057780820163032e+01,1.257185677210547055e+03,1.107042447286919696e+03
1.400343757814299124e+03,6.358319994672938265e+02,6.850189699512516484e+01,6.973347998814480775e+01,1.256265763039939884e+03,1.106219614817794081e+03
1.401010081284237458e+03,6.372226635760704312e+02,6.745224121132004313e+01,6.741659013166611203e+01,1.255717871181521105e+03,1.107925460604820046e+03
1.399094599320335192e+03,6.355373077473338981e+02,7.028466493316139463e+01,7.241815954375607589e+01,1.255989300048590394e+03,1.105423551202241015e+03
1.402017122325644323e+03,6.360272450477075381e+02,6.644485018437333679e+01,6.972361500171564330e+01,1.257200839726211143e+03,1.106777021204912899e+03
1.401806987875601180e+03,6.370295912635878040e+02,6.613521363869710967e+01,6.653295265181876061e+01,1.256568943836467497e+03,1.108023616387225502e+03
1.400870025836315108e+03,6.361652969502661108e+02,6.758908676615683930e+01,6.693786805763843972e+01,1.256472885961232805e+03,1.107044593587151894e+03
