frame_num,filename,timestamp,mu_x,mu_y,sigma_x,sigma_y,fwhm_x,fwhm_y,amp_x,amp_y,offset_x,offset_y,fit_ok,n_peaks_x,n_peaks_y
1,nightB0001 25-10-27 17-04-19.fits,2025-10-27 17:04:19,300.73162615089836,347.00073560940996,4.994603400244591,4.809844878721564,11.761392203875701,11.326319133902993,2744.767713631859,2866.580206379162,6830.799324094186,9107.32103192175,True,1,1
2,nightB0002 25-10-27 17-05-19.fits,2025-10-27 17:05:19,300.42903733287613,347.051722922358,4.820738164142655,4.768811388541461,11.351970860768823,11.229692648709307,2726.1752658453843,2775.353773380632,6831.881948700734,9108.69047325951,True,1,1
3,nightB0003 25-10-27 17-06-20.fits,2025-10-27 17:06:20,300.12079464604795,345.48537923283715,4.890038005700752,4.911210842950675,11.5151595167873,11.565017738353596,2848.6861970204377,2813.595715926752,6830.472199201603,9107.881260332004,True,1,1
4,nightB0004 25-10-27 17-07-19.fits,2025-10-27 17:07:19,302.0686626816591,345.2351977213676,4.965975932141149,4.616106630996821,11.693979668147232,10.870100424671598,2744.9408676919684,2942.4189567645603,7272.327144085653,9696.69098372109,True,1,1
5,nightB0005 25-10-27 17-08-19.fits,2025-10-27 17:08:19,302.9677492496096,343.5777739152966,4.972423213054174,4.892517006217184,11.709161854477168,11.520997116895034,2866.9906914485337,2877.6209416615216,7267.484031830833,9690.903454788173,True,1,1
6,nightB0006 25-10-27 17-09-19.fits,2025-10-27 17:09:19,303.6365946549082,344.72026753389974,5.055258475411491,4.9402941839506305,11.904223990711575,11.633503772716761,2846.1596133002613,2896.2517618860975,7271.210079122165,9695.363168926744,True,1,1
7,nightB0007 25-10-27 17-10-20.fits,2025-10-27 17:10:20,305.20067174537195,343.62025581663545,5.3205810264698155,4.491480896948736,12.529010852342465,10.576629248008471,2692.3745266238507,3036.0994412992363,7269.133684262841,9695.773242458732,True,1,1
8,nightB0008 25-10-27 17-11-20.fits,2025-10-27 17:11:20,304.27966919328713,343.96102753376886,4.938069319027704,4.620129744508698,11.628264616198768,10.8795741330128,2776.9146769972854,2939.0768819039527,7267.96971284697,9691.324383131681,True,1,1
9,nightB0009 25-10-27 17-12-20.fits,2025-10-27 17:12:20,304.96870734374426,340.4193382891743,5.117943088080076,5.152331947996234,12.051834973138561,12.13281454979489,2861.4358755074127,2790.087569734655,7271.423853483647,9696.637650441442,True,1,1
10,nightB0010 25-10-27 17-13-19.fits,2025-10-27 17:13:19,304.1120160522046,341.91354081168487,4.581802078419075,4.806856481576089,10.789319376625704,11.319281996402317,2798.590354896097,2717.4903393919253,7269.966469695244,9692.035317631391,True,1,1
11,nightB0011 25-10-27 17-14-19.fits,2025-10-27 17:14:19,305.8477501290242,342.783130909263,4.508812453513197,4.929435391643412,10.61744194481805,11.607933270926894,2881.1163592623643,2668.2067994498916,7275.441972923208,9699.741536177571,True,1,1
12,nightB0012 25-10-27 17-15-19.fits,2025-10-27 17:15:19,305.2156595345393,340.68864733114907,5.090688460774582,4.544124908580059,11.987655230439735,10.700596421848754,2663.372690192856,2918.4166412068744,7267.640827577233,9691.737445335355,True,1,1
13,nightB0013 25-10-27 17-16-20.fits,2025-10-27 17:16:20,304.34940140000816,341.1313124304796,5.141261293673791,4.347485282501486,12.106745151084793,10.23754548871154,2640.522595955002,3008.111207950869,7268.632774283966,9694.110456832408,True,1,1
14,nightB0014 25-10-27 17-17-20.fits,2025-10-27 17:17:20,305.69062180556136,341.0526185340381,4.83513737430903,4.624729869837626,11.385878409501215,10.890406600347015,2775.2266466223778,2846.532237729712,7272.70086346395,9698.261741251139,True,1,1
15,nightB0015 25-10-27 17-18-20.fits,2025-10-27 17:18:20,304.89454431764153,341.17152632700885,4.571025371384007,5.231667503911762,10.7639421708801,12.31963550714845,2802.1118235451163,2497.2559231759315,7271.276235913014,9693.696606620044,True,1,1
16,nightB0016 25-10-27 17-19-19.fits,2025-10-27 17:19:19,305.7026497003585,341.00913081851854,4.549379166001891,4.912084553945875,10.712969252547436,11.567075170518656,2950.205738534174,2739.6740037008044,7269.067229083415,9691.902133404956,True,1,1
17,nightB0017 25-10-27 17-20-19.fits,2025-10-27 17:20:19,305.6955304998865,340.9662884652031,4.390095483828667,4.825661335664589,10.33788484491959,11.363564043753797,2869.2162114005027,2614.5772651106713,7270.161213337159,9693.438978307815,True,1,1
18,nightB0018 25-10-27 17-21-19.fits,2025-10-27 17:21:19,305.9097466960427,339.5817192018681,5.211856583247322,4.4029222098982075,12.272984354057307,10.368089476580264,2619.5371412843133,2978.3244803743983,7270.76074489197,9697.164070275994,True,1,1
19,nightB0019 25-10-27 17-22-20.fits,2025-10-27 17:22:20,306.868670039808,338.9585395231019,5.3578239286547,4.650843626768942,12.616711184942558,10.951899798619943,2685.5881782495435,3011.1437882970226,7273.153679450965,9699.546412546497,True,1,1
20,nightB0020 25-10-27 17-23-20.fits,2025-10-27 17:23:20,305.4705419712355,340.6264594676273,5.12012079297205,4.344857072302008,12.056963076270343,10.231356526651254,2578.795481102296,2958.520309512085,7270.311126638993,9695.572766927984,True,1,1
21,nightB0021 25-10-27 17-24-19.fits,2025-10-27 17:24:19,305.1450517844559,340.1667124677853,4.821253896636233,4.61729707981191,11.353185317982575,10.872903717403952,2761.321485649913,2804.8203258907997,7269.170590053371,9694.119661524099,True,1,1
22,nightB0022 25-10-27 17-25-19.fits,2025-10-27 17:25:19,304.53049535698534,342.06778280145784,4.639380076189414,4.928599707463234,10.924905199928045,11.605965385068096,2902.5475961228253,2723.304578417202,7266.043265300419,9688.28716543165,True,1,1
23,nightB0023 25-10-27 17-26-19.fits,2025-10-27 17:26:19,305.50860116084715,344.0509411763147,4.951098397012108,5.037151520361639,11.658945750204712,11.86158537000571,2773.535998896526,2718.094463697889,7264.171650163661,9685.774198195646,True,1,1
