frame_num,filename,timestamp,mu_x,mu_y,sigma_x,sigma_y,fwhm_x,fwhm_y,amp_x,amp_y,offset_x,offset_y,fit_ok,n_peaks_x,n_peaks_y
1,fanoff0001 25-09-23 09-30-18.fits,2025-09-23 09:30:18,375.5337870601093,217.74805036174558,2.941797435614209,2.965990567337012,6.927403569804983,6.984374041337914,1220.81936676589,1215.977927742255,7727.1557609145875,10302.795097800838,True,1,1
2,fanoff0002 25-09-23 09-30-18.fits,2025-09-23 09:30:18,377.3506113307869,214.165030936974,2.9884883736165393,2.996213748431872,7.037352326534168,7.055544194004691,1235.5293606233458,1212.1001372018168,7727.475958069609,10303.618021421154,True,1,1
3,fanoff0003 25-09-23 09-30-18.fits,2025-09-23 09:30:18,377.78728569745704,215.7837849837209,3.0074214109377935,2.8843881493467665,7.081936222331576,6.792215031731489,1195.0632927699824,1233.538960178981,7728.264109771842,10304.540424306273,True,1,1
4,fanoff0004 25-09-23 09-30-18.fits,2025-09-23 09:30:18,377.11465332000193,218.67629007527205,2.9611296025465634,2.9737133284873525,6.972927344011175,7.002559754097722,1203.508787319731,1213.3672124979166,7729.884398085998,10306.280350390472,True,1,1
5,fanoff0005 25-09-23 09-30-18.fits,2025-09-23 09:30:18,376.08792217520426,215.43127575437677,2.9902649732569686,3.0558084648775905,7.041535898979445,7.195879026869004,1224.5443724380093,1189.6152255365573,7727.103826256749,10302.943362427572,True,1,1
6,fanoff0006 25-09-23 09-30-18.fits,2025-09-23 09:30:18,375.6950617727251,213.1941436116978,2.976656281287875,3.0199205210549276,7.009489878343972,7.111369377380453,1198.780571345858,1196.846582830765,7727.777271329014,10303.462685408298,True,1,1
7,fanoff0007 25-09-23 09-30-18.fits,2025-09-23 09:30:18,375.3752079367317,217.68837852514218,2.958023479726062,2.943359862101025,6.9656129837311305,6.931082803015024,1239.5086569327038,1210.109860660686,7729.271028411104,10306.241498967196,True,1,1
8,fanoff0008 25-09-23 09-30-18.fits,2025-09-23 09:30:18,376.72710653893415,219.4878791444672,2.987590977347553,2.996359994626699,7.035239119811623,7.055888577475779,1235.912240194129,1226.828509539608,7728.4226954884725,10304.649134718788,True,1,1
9,fanoff0009 25-09-23 09-30-18.fits,2025-09-23 09:30:18,377.2864941254217,214.54112004726295,2.982406233759141,3.0384047419412976,7.023029981681285,7.154896391240457,1220.3912921470737,1189.8541659316056,7736.396278993655,10315.322689002214,True,1,1
10,fanoff0010 25-09-23 09-30-18.fits,2025-09-23 09:30:18,377.2762020083513,215.11456832518823,2.9321276224355772,3.0372661458128314,6.904632899900236,7.15221520225395,1217.1937579390851,1202.6974684540342,7729.088945788187,10305.013555691849,True,1,1
