filename,number of frames,start time,stop time,notes,frame rate,x position,x position std,y position,y position std,FWHM x,FWHM x std,FWHM y,FWHM y std
allmetal,3922,26-02-13 16-36-54,26-02-16 09-58-52,LED holder and secondary are now metal. poorly collimated.,0.016666666666666666,-4.718437561776436,3.22389252680805,5.928937269134922,4.138323675278865,1.5031934372747526,0.08632074046084645,2.241870152366514,0.4395459651198815
