filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
weekenddrift,weekenddrift,1042,1042,2025-10-24 16:22:38,2025-10-25 09:43:54,,0.016666666666666666,60.0,0.15,31.562767937403464,17.99710204510001,15.793548245048738,7.381443117801157,31.771502801206275,5.1618165748652425,20.839363662330726,3.470934576400935,4.73441519061052,2.6995653067650016,2.3690322367573105,1.1072164676701735,4.765725420180941,0.7742724862297864,3.1259045493496087,0.5206401864601402
