frame_num,filename,timestamp,mu_x,mu_y,sigma_x,sigma_y,fwhm_x,fwhm_y,amp_x,amp_y,offset_x,offset_y,fit_ok,n_peaks_x,n_peaks_y,nx,ny,resid_x,resid_y,on_bound_x,on_bound_y,noise_x,noise_y,two_component,two_comp_sep
1,nightdriftB0001 25-10-23 16-18-36.bmp,2025-10-23 16:18:36,207.33024104293307,282.7950161835352,5.132187292348789,3.978380237375508,12.085377510876041,9.368369529726833,2250.2168148715123,2813.817928822348,6821.92674653652,9097.751471026468,True,1,1,640,480,37.205299045104766,39.437168773448775,False,False,28.1694,35.5824,False,
2,nightdriftB0002 25-10-23 16-19-36.bmp,2025-10-23 16:19:36,210.2399125769129,283.4603286067178,5.335834184524042,3.92084870790478,12.564929294678583,9.232893130907874,2243.2402782997133,2913.1692276045296,6812.824636054185,9086.62510771205,True,1,1,640,480,29.659151668242234,42.60277820700771,False,False,21.4977,33.3585,True,177.60795185837148
3,nightdriftB0003 25-10-23 16-20-36.bmp,2025-10-23 16:20:36,210.83583291604313,283.92549227524313,4.792251067018086,3.6604714098391096,11.284888873435143,8.619751450151835,2314.3551856049958,2923.411423694948,6813.361028482732,9086.517522026343,True,1,1,640,480,26.90515412812797,37.60353181456866,False,False,23.7216,31.875899999999998,False,
4,nightdriftB0004 25-10-23 16-21-36.bmp,2025-10-23 16:21:36,209.46426914906007,283.17792482597713,5.998656102483638,3.5003123233329587,14.1257556333757,8.242605622853304,2033.208908075552,3326.9453838587174,6815.638836798942,9090.396753376486,True,1,1,640,480,32.14145423228755,43.0569189232315,False,False,28.910700005997757,37.065,False,
5,nightdriftB0005 25-10-23 16-22-36.bmp,2025-10-23 16:22:36,211.32320087589468,282.3831894182325,5.186339796238584,3.62805764822084,12.212896912524347,8.54342287455828,2186.717484493678,2998.702979632705,6809.414341498092,9081.629624379637,True,1,1,640,480,29.247231006137216,40.710048264510704,False,False,22.238999999999997,33.35849999999865,False,
6,nightdriftB0006 25-10-23 16-23-36.bmp,2025-10-23 16:23:36,210.53277844343705,282.16364753822796,5.4708824262314915,3.5602818282257775,12.88294360129747,8.383823015065497,2088.2122985038714,3085.164124573574,6814.706822283468,9088.575125521375,True,1,1,640,480,32.068741568597055,39.60266262713948,False,False,25.2042,34.099799999999995,False,
7,nightdriftB0007 25-10-23 16-24-36.bmp,2025-10-23 16:24:36,210.2878972002843,281.0869409753423,5.2886759778376575,3.7314103863689816,12.453880204285772,8.786799974058358,2214.5689975903583,3032.974741754013,6811.682850134401,9084.305838280414,True,1,1,640,480,27.53284538964557,38.31061291323443,False,False,23.7216,34.099799999999995,False,
8,nightdriftB0008 25-10-23 16-25-36.bmp,2025-10-23 16:25:36,210.16507310314898,281.63037144890274,5.900197580973782,3.7046016489379414,13.89390353332018,8.723670221773773,2038.8943873482108,3126.343955923028,6816.8102551927,9091.419968373637,True,1,1,640,480,32.150282411877654,45.91069639515547,False,False,23.7216,35.5824,False,
9,nightdriftB0009 25-10-23 16-26-36.bmp,2025-10-23 16:26:36,211.4684980022964,281.1439674991946,5.080546645773622,3.6559800941107454,11.96377308118248,8.60917520984612,2219.61409545302,2940.7363624481027,6816.226752424088,9091.046986653708,True,1,1,640,480,26.781642008144644,45.25767499788343,False,False,25.2042,31.1346,False,
10,nightdriftB0010 25-10-23 16-27-36.bmp,2025-10-23 16:27:36,210.74535785067718,280.75640426645043,5.824502158384841,3.7124581946658597,13.715654434890652,8.742170973138576,2100.772695349582,3141.0945191802143,6814.067201534855,9088.424481796927,True,1,1,640,480,31.96122753651727,43.73983787829153,False,False,23.7216,34.099799999999995,False,
