filename,total frames,good frames,start time,stop time,notes,frame interval (s),x position (px),x pos std (px),y position (px),y pos std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px)
newprimary,8244,8244,26-05-29 17-21-48,26-06-04 10-56-53,primary test with bridget new primary holder,60,6.92593594742399,1.235072530186929,11.531703715251412,3.3475812857528404,1.0388903921135983,0.18526087952803935,1.7297555572877117,0.502137192862926,134.55219665458281,3.556516963135176,168.59930547263951,5.1951604848745205
