batch_timestamp,runname,camera,n_files,n_ok,elapsed_s,fps,source
2026-08-23 15:39:32,morning5237,main_camera,8458,8458,3200.96,2.6,E:\Reverse Telescope Test Data\20250929_data\morning5237\morning5237_fits
2026-08-23 15:39:32,night5237,main_camera,9425,9425,1092.32,8.6,E:\Reverse Telescope Test Data\20251027_data\night5237\night5237_fits
2026-08-23 15:39:32,overnight,main_camera,1099,1099,143.67,7.6,E:\Reverse Telescope Test Data\20251027_data\overnight\overnight_fits
2026-08-23 15:39:32,longweekend,main_camera,6970,3556,2203.81,3.2,E:\Reverse Telescope Test Data\20251029_data\longweekend\longweekend_fits
2026-08-23 15:39:32,newcomp,main_camera,9577,9577,1119.84,8.6,E:\Reverse Telescope Test Data\20251029_data\newcomp\newcomp_fits
2026-08-23 15:39:32,overnight,main_camera,1090,353,956.13,1.1,E:\Reverse Telescope Test Data\20251105_data\overnight\overnight_fits
2026-08-23 15:39:32,laser,main_camera,5063,5063,570.8,8.9,E:\Reverse Telescope Test Data\20251106_data\laser\laser_fits
2026-08-23 15:39:32,laserdaytest,main_camera,205,205,46.01,4.5,E:\Reverse Telescope Test Data\20251107_data\laserdaytest\laserdaytest_fits
2026-08-23 15:39:32,laserweekend,main_camera,3995,3007,3570.86,1.1,E:\Reverse Telescope Test Data\20251107_data\laserweekend\laserweekend_fits
2026-08-23 15:39:32,fansoff,main_camera,3991,1800,3511.92,1.1,E:\Reverse Telescope Test Data\20251114_data\fansoff\fansoff_fits
2026-08-23 15:39:32,lasersimultaneous,main_camera,994,994,591.18,1.7,E:\Reverse Telescope Test Data\20251117_data\lasersimultaneous\lasersimultaneous_fits
2026-08-23 15:39:32,lasermirror,main_camera,2726,2726,1573.06,1.7,E:\Reverse Telescope Test Data\20251118_data\lasermirror\lasermirror_fits
2026-08-23 15:39:32,pumpsoff,main_camera,5600,5600,2938.04,1.9,E:\Reverse Telescope Test Data\20251120_data\pumpsoff\pumpsoff_fits
2026-08-23 15:39:32,prethanksgiving,main_camera,1083,1083,339.23,3.2,E:\Reverse Telescope Test Data\20251124_data\prethanksgiving\prethanksgiving_fits
2026-08-23 15:39:32,thanksgiving,main_camera,8557,8557,4495.79,1.9,E:\Reverse Telescope Test Data\20251125_data\thanksgiving\thanksgiving_fits
2026-08-23 15:39:32,snowday,main_camera,2449,2449,1369.04,1.8,E:\Reverse Telescope Test Data\20251201_data\snowday\snowday_fits
2026-08-23 15:39:32,lowhumidity,main_camera,7156,7156,3791.02,1.9,E:\Reverse Telescope Test Data\20251205_data\lowhumidity\lowhumidity_fits
2026-08-23 15:39:32,frosty,main_camera,6865,6865,3610.29,1.9,E:\Reverse Telescope Test Data\20251210_data\frosty\frosty_fits
2026-08-23 15:39:32,warming,main_camera,5191,5191,2739.23,1.9,E:\Reverse Telescope Test Data\20251217_data\warming\warming_fits
2026-08-23 15:39:32,realwinterbreak,main_camera,18530,18530,9589.04,1.9,E:\Reverse Telescope Test Data\20251223_data\realwinterbreak\realwinterbreak_fits
2026-08-23 15:39:32,postwinterbreak,main_camera,11069,11069,5793.11,1.9,E:\Reverse Telescope Test Data\20260105_data\postwinterbreak\postwinterbreak_fits
2026-08-23 15:39:32,newsecondary,main_camera,3999,1124,2317.53,1.7,E:\Reverse Telescope Test Data\20260130_data\newsecondary\newsecondary_fits
2026-08-23 15:39:32,replacedprimary,main_camera,5711,5711,2700.68,2.1,E:\Reverse Telescope Test Data\20260206_data\replacedprimary\replacedprimary_fits
2026-08-23 15:39:32,allmetal,main_camera,3922,3273,1797.21,2.2,E:\Reverse Telescope Test Data\20260213_data\allmetal\allmetal_fits
2026-08-23 15:39:32,morewarming,main_camera,3083,3083,1461.73,2.1,E:\Reverse Telescope Test Data\20260217_data\morewarming\morewarming_fits
2026-08-23 15:39:32,hotandcold,main_camera,15806,15789,7897.93,2.0,E:\Reverse Telescope Test Data\20260219_data\hotandcold\hotandcold_fits
2026-08-23 15:39:32,genieshots,dalsa_genie,2550,2550,850.43,3.0,E:\Reverse Telescope Test Data\20260302_data\genieshots\genieshots_fits
2026-08-23 15:39:32,secondarylaser,main_camera,2572,2568,1487.75,1.7,E:\Reverse Telescope Test Data\20260302_data\secondarylaser\secondarylaser_fits
2026-08-23 15:39:32,springbreak,main_camera,14174,14166,7412.19,1.9,E:\Reverse Telescope Test Data\20260306_data\springbreak\springbreak_fits
2026-08-23 15:39:32,springgenie,dalsa_genie,14150,14150,4259.02,3.3,E:\Reverse Telescope Test Data\20260306_data\springgenie\springgenie_fits
2026-08-23 15:39:32,statictest,main_camera,5660,5593,3268.29,1.7,E:\Reverse Telescope Test Data\20260320_data\statictest\statictest_fits
2026-08-23 15:39:32,statictestgenie,dalsa_genie,5676,5676,1833.92,3.1,E:\Reverse Telescope Test Data\20260320_data\statictestgenie\statictestgenie_fits
2026-08-23 15:39:32,zoeystatic,main_camera,7285,7285,3029.43,2.4,E:\Reverse Telescope Test Data\20260415_data\zoeystatic\zoeystatic_fits
2026-08-23 15:39:32,zoeystaticgenie,dalsa_genie,7269,7269,2113.74,3.4,E:\Reverse Telescope Test Data\20260415_data\zoeystaticgenie\zoeystaticgenie_fits
2026-08-23 15:39:32,zoeysecondary,main_camera,10156,9350,4022.45,2.5,E:\Reverse Telescope Test Data\20260420_data\zoeysecondary\zoeysecondary_fits
2026-08-23 15:39:32,zoeysecondarygenie,dalsa_genie,10131,10131,2972.93,3.4,E:\Reverse Telescope Test Data\20260420_data\zoeysecondarygenie\zoeysecondarygenie_fits
2026-08-23 15:39:32,newprimary,main_camera,8244,8244,2486.32,3.3,E:\Reverse Telescope Test Data\20260529_data\newprimary\newprimary_fits
2026-08-23 15:39:32,newprimaryagain,main_camera,7163,7163,2176.63,3.3,E:\Reverse Telescope Test Data\20260604_data\newprimaryagain\newprimaryagain_fits
2026-08-23 15:39:32,bridgetstatic,main_camera,6743,293,3678.74,1.8,E:\Reverse Telescope Test Data\20260624_data\bridgetstatic\bridgetstatic_fits
2026-08-23 15:39:32,bridgetstaticgenie,dalsa_genie,5959,5959,1949.85,3.1,E:\Reverse Telescope Test Data\20260624_data\bridgetstaticgenie\bridgetstaticgenie_fits
2026-08-23 15:39:32,postspie,main_camera,5757,5757,1192.31,4.8,E:\Reverse Telescope Test Data\20260814_data\postspie\postspie_fits
2026-08-23 15:39:32,postspiegenie,dalsa_genie,5742,5742,1788.77,3.2,E:\Reverse Telescope Test Data\20260814_data\postspiegenie\postspiegenie_fits
2026-08-23 15:39:32,maxtest1,main_camera,103,100,35.11,2.9,E:\Reverse Telescope Test Data\20250917\maxtest1
2026-08-23 15:39:32,maxtest2,main_camera,290,287,39.29,7.4,E:\Reverse Telescope Test Data\20250917\maxtest2
2026-08-23 15:39:32,minuteSecondly,main_camera,64,61,14.83,4.3,E:\Reverse Telescope Test Data\20250917\minuteSecondly
2026-08-23 15:39:32,morningsecondly,main_camera,10002,9999,1195.45,8.4,E:\Reverse Telescope Test Data\20250917\morningsecondly
2026-08-23 15:39:32,fanoff,main_camera,9252,9249,2435.85,3.8,E:\Reverse Telescope Test Data\20250918\fanoff
2026-08-23 15:39:32,longrun,main_camera,16824,16821,3357.82,5.0,E:\Reverse Telescope Test Data\20250918\longrun
2026-08-23 15:39:32,nightvideo,main_camera,9009,9006,2104.52,4.3,E:\Reverse Telescope Test Data\20250918\nightvideo
2026-08-23 15:39:32,overnightvideo,main_camera,1376,1373,362.41,3.8,E:\Reverse Telescope Test Data\20250918\overnightvideo
2026-08-23 15:39:32,stability,main_camera,4482,4479,1118.89,4.0,E:\Reverse Telescope Test Data\20250918\stability
2026-08-23 15:39:32,fanoff5237,main_camera,9333,9330,2276.22,4.1,E:\Reverse Telescope Test Data\20250925\fanoff5237
2026-08-23 15:39:32,minutely,main_camera,1147,1144,299.01,3.8,E:\Reverse Telescope Test Data\20250925\minutely
2026-08-23 15:39:32,noon5237,main_camera,9396,9393,2435.81,3.9,E:\Reverse Telescope Test Data\20250925\noon5237
2026-08-23 15:39:32,dotrefound,main_camera,4061,4058,786.74,5.2,E:\Reverse Telescope Test Data\20250926\dotrefound
2026-08-23 15:39:32,fanoff5237,main_camera,9132,9129,3125.67,2.9,E:\Reverse Telescope Test Data\20250926\fanoff5237
2026-08-23 15:39:32,minutely,main_camera,201,198,81.97,2.5,E:\Reverse Telescope Test Data\20250926\minutely
2026-08-23 15:39:32,morning5237,main_camera,9179,9176,3301.43,2.8,E:\Reverse Telescope Test Data\20250926\morning5237
2026-08-23 15:39:32,minutelyovernight,main_camera,2493,2490,316.36,7.9,E:\Reverse Telescope Test Data\20251014\minutelyovernight
2026-08-23 15:39:32,minutely,main_camera,1133,1130,143.03,7.9,E:\Reverse Telescope Test Data\20251016\minutely
2026-08-23 15:39:32,minutely,main_camera,2181,2178,261.19,8.4,E:\Reverse Telescope Test Data\20251017\minutely
2026-08-23 15:39:32,morning5237,main_camera,6086,6083,675.36,9.0,E:\Reverse Telescope Test Data\20251017\morning5237
2026-08-23 15:39:32,minutely,main_camera,1563,1560,193.83,8.1,E:\Reverse Telescope Test Data\20251020\minutely
2026-08-23 15:39:32,morning5237,main_camera,4136,4133,1636.53,2.5,E:\Reverse Telescope Test Data\20251020\morning5237
2026-08-23 15:39:32,morning_c5237,main_camera,8055,8052,951.78,8.5,E:\Reverse Telescope Test Data\20251020\morning_c5237
2026-08-23 15:39:32,fan_restart5237,main_camera,6235,6232,745.3,8.4,E:\Reverse Telescope Test Data\20251022\fan_restart5237
2026-08-23 15:39:32,installed_accel,main_camera,8919,8916,1127.08,7.9,E:\Reverse Telescope Test Data\20251022\installed_accel
2026-08-23 15:39:32,installed_accel_nofan,main_camera,5814,5811,875.5,6.6,E:\Reverse Telescope Test Data\20251022\installed_accel_nofan
2026-08-23 15:39:32,morning5237,main_camera,6426,6423,774.58,8.3,E:\Reverse Telescope Test Data\20251022\morning5237
2026-08-23 15:39:32,morning_nofan5237,main_camera,5173,5170,603.59,8.6,E:\Reverse Telescope Test Data\20251022\morning_nofan5237
2026-08-23 15:39:32,night_accel,main_camera,251,248,34.97,7.2,E:\Reverse Telescope Test Data\20251022\night_accel
2026-08-23 15:39:32,morning25,main_camera,11523,11520,1869.53,6.2,E:\Reverse Telescope Test Data\20251023\morning25
2026-08-23 15:39:32,nightdrift,main_camera,12,9,19.3,0.6,E:\Reverse Telescope Test Data\20251023\nightdrift
2026-08-23 15:39:32,nightdriftB,main_camera,1262,1259,141.98,8.9,E:\Reverse Telescope Test Data\20251023\nightdriftB
2026-08-23 15:39:32,noon5237,main_camera,8367,8364,955.44,8.8,E:\Reverse Telescope Test Data\20251023\noon5237
2026-08-23 15:39:32,noondrift,main_camera,269,266,54.68,4.9,E:\Reverse Telescope Test Data\20251023\noondrift
2026-08-23 15:39:32,weekenddrift,main_camera,1045,1042,124.39,8.4,E:\Reverse Telescope Test Data\20251024\weekenddrift
2026-08-23 15:39:32,laserday,main_camera,75,72,76.32,1.0,E:\Reverse Telescope Test Data\20251111\laserday
2026-08-23 15:39:32,lasernight,main_camera,1042,1039,668.08,1.6,E:\Reverse Telescope Test Data\20251111\lasernight
2026-08-23 15:39:32,laserdaytest,main_camera,1118,1115,732.09,1.5,E:\Reverse Telescope Test Data\20251112\laserdaytest
2026-08-23 15:39:32,lasernighttest,main_camera,1133,1130,750.77,1.5,E:\Reverse Telescope Test Data\20251112\lasernighttest
2026-08-23 15:39:32,warming,main_camera,79,66,52.27,1.5,E:\Reverse Telescope Test Data\20260216\warming
2026-08-23 15:39:32,_TOTAL_,,503527,485191,166209.24,3.0,
