filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
laserday,laserday,72,72,2025-11-11 12:45:39,2025-11-11 13:56:40,,0.016666666666666666,60.0,0.15,5.635478269389052,1.9385048785432202,-29.562185249144548,9.011382812085591,400.7004415098982,1.2709430098421115,389.6672024414396,1.011338184388935,0.8453217404083578,0.290775731781483,-4.434327787371682,1.3517074218128386,60.10506622648473,0.19064145147631673,58.450080366215936,0.15170072765834025
