frame_num,filename,timestamp,mu_x,mu_y,sigma_x,sigma_y,fwhm_x,fwhm_y,amp_x,amp_y,offset_x,offset_y,fit_ok,n_peaks_x,n_peaks_y,nx,ny,resid_x,resid_y,on_bound_x,on_bound_y,noise_x,noise_y,two_component,two_comp_sep
1,installed_accel_nofan0001 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.960266803878,278.99743882956267,4.382022456845335,6.359355712834827,10.318874319155164,14.975138306065531,3361.6979811340675,2406.5581605835514,8272.363700830338,11026.82533614187,True,1,1,640,480,71.26711882741031,94.72014733295796,False,False,71.19607250910722,99.3342,False,
2,installed_accel_nofan0002 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.9511982476038,278.97633042803807,4.408678512571425,6.436157102790954,10.381644533500422,15.155991758620459,3328.8472709405573,2386.447181889572,8277.923720409191,11033.661083779572,True,1,1,640,480,71.58737201609466,87.0590158249081,False,False,72.64739999999999,93.40379999999999,False,
3,installed_accel_nofan0003 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,276.1125605364963,278.732939154244,4.4259040184918605,6.41269479847162,10.422207500127662,15.100742254106674,3346.5313666121915,2398.559820333184,8281.250405053284,11038.69160154313,True,1,1,640,480,67.80375978166944,87.65977008029732,False,False,72.64739999999999,97.85159999999999,False,
4,installed_accel_nofan0004 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.97467513474345,278.99271235166367,4.488430506020108,6.380332811080739,10.569446126304557,15.024535597501588,3305.0837124599852,2377.499334942823,8270.528243025528,11025.623669935212,True,1,1,640,480,72.09627888815754,95.27117159896544,False,False,74.13,94.88639983266147,False,
5,installed_accel_nofan0005 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.8692339619358,278.7925665864088,4.470573787749645,6.3798167852090035,10.5273967681828,15.023320449435072,3314.7316188687328,2405.8736638632213,8282.698275817793,11040.82849880861,True,1,1,640,480,68.28797898338978,93.05737186492594,False,False,68.19959999999999,100.8168,False,
6,installed_accel_nofan0006 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.92709477572697,278.8025859781202,4.471795079903778,6.309243168763188,10.530272691428193,14.857132282778139,3319.2343262432155,2435.543165306728,8279.942621277576,11037.189712162042,True,1,1,640,480,70.23461098935185,89.98863816768723,False,False,74.13,95.627695884443,False,
7,installed_accel_nofan0007 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,276.002543610459,278.95405147525963,4.472027000784871,6.3801778973805146,10.53081882336785,15.024170803615052,3312.6706189157117,2397.521884989907,8277.745195731473,11034.47514476953,True,1,1,640,480,69.51058945694486,90.8464491439954,False,False,69.70956516628199,105.26459999999999,False,
8,installed_accel_nofan0008 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.8867433148732,279.1438086701598,4.4917150104035075,6.367809290253752,10.577180543064578,14.995044959623838,3324.438962274629,2411.176787809062,8281.670223066549,11040.025927421933,True,1,1,640,480,69.18314958367927,86.67488949821332,False,False,71.1648,93.40379999999999,False,
9,installed_accel_nofan0009 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.8794884398438,279.17970743910104,4.480860727679369,6.303233469357462,10.551620660531345,14.842980522152926,3313.497587484783,2436.2033587708456,8288.514507566304,11048.696500221984,True,1,1,640,480,64.10772624985482,87.2945697476929,False,False,69.6822,95.21058994494445,False,
10,installed_accel_nofan0010 25-10-22 16-30-42.bmp,2025-10-22 16:30:42,275.8548810178916,279.03529354544673,4.4962813569531095,6.402429946198908,10.587933467452139,15.076570374215612,3317.2905390600163,2405.166519935455,8263.90227678036,11016.011784186143,True,1,1,640,480,87.77640192895319,85.74349626181687,False,False,78.86455070011145,80.0604,False,
