filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
realwinterbreak,realwinterbreak,18530,18530,2025-12-23 13:18:45,2026-01-05 10:12:57,,0.016666666666666666,60.0,0.15,-0.4700292862804988,8.208570969950733,-25.87470695792571,17.531948956610425,383.0714228856818,6.01533596171328,379.2039688657463,5.812922104591857,-0.07050439294207482,1.23128564549261,-3.8812060436888562,2.6297923434915638,57.460713432852266,0.9023003942569919,56.88059532986194,0.8719383156887786
