filename,number of frames,start time,stop time,notes,frame rate,x position,x position std,y position,y position std,FWHM x,FWHM x std,FWHM y,FWHM y std
realwinterbreak,18530,25-12-23 13-18-45,25-12-30 11-59-27,winter break,0.016666666666666666,-0.07050696409142715,1.2312873648278735,-3.881204646981481,2.6297928491506095,57.46073014572806,0.9023003053271607,56.88059612724209,0.8719372986471475
