filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
night5237,night5237,9425,9425,2025-10-27 16:48:25,2025-10-27 16:51:24,,0.016666666666666666,60.0,0.15,-2.4419665908532227,5.755009268368653,24.224355450806815,51.841023650948664,10.590141797343138,0.716673483358772,12.467686379232275,0.8816950085396396,-0.3662949886279834,0.863251390255298,3.633653317621022,7.776153547642299,1.5885212696014708,0.1075010225038158,1.8701529568848412,0.13225425128094592
