filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
fanoff,fanoff,9249,9249,2025-09-18 11:16:34,2025-09-18 11:19:34,,0.016666666666666666,60.0,0.15,-0.674184337490805,1.8652966050637863,-12.189019392441418,12.547835219963629,7.858511911425189,0.8671319214205406,10.848237163055272,1.701341030348433,-0.10112765062362074,0.2797944907595679,-1.8283529088662127,1.8821752829945442,1.1787767867137782,0.1300697882130811,1.6272355744582907,0.25520115455226494
