filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
replacedprimary,replacedprimary,5711,5711,2026-02-06 16:32:41,2026-02-10 15:44:18,,0.016666666666666666,60.0,0.15,55.26514689953925,16.698260880833498,-102.3974149904564,51.897244479761966,9.28300941176702,2.2193144631381845,19.054888435508268,4.528141821545291,8.289772034930888,2.5047391321250245,-15.359612248568459,7.784586671964295,1.392451411765053,0.33289716947072767,2.85823326532624,0.6792212732317936
