filename,total frames,good frames,start time,stop time,notes,frame interval (s),x position (px),x pos std (px),y position (px),y pos std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px)
bridgetstaticgenie,5959,5959,26-06-24 15-48-10,26-06-28 19-18-01,second primary test,60,9.316347613285819,3.253622552055367,-1.7566780010053262,6.420796052285205,1.3974521419928727,0.48804338280830506,-0.26350170015079893,0.9631194078427807,270.1431515396376,4.441550837065641,467.5447626441416,14.08125515051284
