filename,number of frames,start time,stop time,notes,frame rate,x position,x position std,y position,y position std,FWHM x,FWHM x std,FWHM y,FWHM y std
postwinterbreak,11069,26-01-05 17-13-28,26-01-12 15-53-31,warm temperatures after winter break,0.016666666666666666,2.300442123311534,2.0563147895693166,-9.928511753036554,4.790333150341489,56.83266972218829,0.8981350124345355,56.133489839408156,0.8182848033386007
