filename,runname,total frames,good frames,start time,stop time,notes,frame rate,frame interval (s),pixel scale (arcsec/px),x position (px),x pos std (px),y position (px),y pos std (px),FWHM x (px),FWHM x std (px),FWHM y (px),FWHM y std (px),x position (as),x pos std (as),y position (as),y pos std (as),FWHM x (as),FWHM x std (as),FWHM y (as),FWHM y std (as)
morning5237,morning5237,6423,6423,2025-10-22 11:45:54,2025-10-22 11:48:49,,0.016666666666666666,60.0,0.15,-0.9057953462619255,0.9604853348800273,1.1566142336531475,0.9355945435632734,15.915016393245436,0.7839102067668722,12.600020660799506,0.6074257553135334,-0.1358693019392888,0.14407280023200408,0.17349213504797212,0.14033918153449101,2.3872524589868154,0.11758653101503082,1.890003099119926,0.09111386329703
