filename,number of frames,start time,stop time,notes,frame rate,x position,x position std,y position,y position std,FWHM x,FWHM x std,FWHM y,FWHM y std
zoeysecondarygenie,10131,26-04-20 15-16-01,26-04-27 14-23-04,secondary test with zoey laser stand,0.016666666666666666,0.3134896667468643,0.25339246606362614,-4.733713133002625,2.581772587304831,27.881385855268785,1.3195351210489128,32.61390164950057,1.6430862207665806
