frame_num,filename,timestamp,mu_x,mu_y,sigma_x,sigma_y,fwhm_x,fwhm_y,amp_x,amp_y,offset_x,offset_y,fit_ok,n_peaks_x,n_peaks_y
1,minutelyB0001 25-09-23 16-42-33.fits,2025-09-23 16:42:33,384.3885414836365,236.61777683140292,3.530603881082208,4.694842678393518,8.313936790236449,11.055509647347847,820.8318277723585,622.6187193039774,6814.555798367255,9085.943505339326,True,1,1
2,minutelyB0002 25-09-23 16-43-33.fits,2025-09-23 16:43:33,383.5504348532453,237.22726767711234,2.720061429759642,4.692801374293411,6.405255178513548,11.05070274353491,1071.3577644987927,653.5925568274363,6807.666073159397,9076.088999512065,True,1,1
3,minutelyB0003 25-09-23 16-44-33.fits,2025-09-23 16:44:33,384.96343487182173,242.1560067954592,2.926102822506239,5.28384956025594,6.890445580259329,12.442514859418655,985.9285936216608,598.3512697493238,6804.678995000297,9071.460518384125,True,1,1
4,minutelyB0004 25-09-23 16-45-33.fits,2025-09-23 16:45:33,385.63219150879365,245.03844305429863,3.0196313648160364,4.756193232709819,7.110688466472966,11.199979162425633,956.7046339142395,618.5766424698281,6806.586895787203,9075.171508428723,True,1,1
5,minutelyB0005 25-09-23 16-46-33.fits,2025-09-23 16:46:33,384.27883119617854,246.31569294412998,2.6214730864020113,6.560855949156837,6.1730973713686055,15.449635101635074,1120.418328743258,505.4805242842068,6808.699477422755,9076.285532973088,True,1,1
6,minutelyB0006 25-09-23 16-47-33.fits,2025-09-23 16:47:33,383.7925391249358,250.07966779969786,2.7339598422419273,5.223459621514628,6.437983438820942,12.300307421152423,1043.1397025651395,618.1959115453011,6807.998971356169,9075.362068832841,True,1,1
7,minutelyB0007 25-09-23 16-48-33.fits,2025-09-23 16:48:33,385.73991646615303,254.7392624612785,2.608069428181654,6.747029438613382,6.141534168314565,15.888040166460703,1073.4479597892816,467.5816008896551,6810.275587949867,9078.512754452184,True,1,1
8,minutelyB0008 25-09-23 16-49-33.fits,2025-09-23 16:49:33,384.57539928955407,254.53836640659577,2.6186021677932407,5.2807653491747875,6.16633687468102,12.43525209734165,1091.9957209560237,563.417787776608,6806.373891448841,9074.560596279971,True,1,1
9,minutelyB0009 25-09-23 16-50-33.fits,2025-09-23 16:50:33,383.3180441173843,252.41544408113822,2.525974777576924,5.1298894940808175,5.948216039480734,12.079966609455184,1069.6955115796757,605.8153949571827,6807.040672713602,9073.935387070842,True,1,1
10,minutelyB0010 25-09-23 16-51-33.fits,2025-09-23 16:51:33,384.9840547383106,250.37066163237296,2.759878252009464,3.92902815031948,6.499016629676864,9.252154245863187,1039.4291023572512,744.4867197282235,6804.672251637455,9072.601746600152,True,1,1
11,minutelyB0011 25-09-23 16-52-33.fits,2025-09-23 16:52:33,382.82072903939076,257.30328971196275,2.7793396838506053,4.040647403474796,6.544844799481386,9.514997500604707,1078.6423860466102,740.8929278990378,6804.831789114974,9073.131123538615,True,1,1
12,minutelyB0012 25-09-23 16-53-33.fits,2025-09-23 16:53:33,383.4411047060378,263.33044752195326,2.647229252850433,4.626066123025483,6.233748508404503,10.893553236139017,1035.370626644492,634.5364614541356,6808.571366058615,9077.079217170187,True,1,1
13,minutelyB0013 25-09-23 16-54-33.fits,2025-09-23 16:54:33,381.3147951182569,256.0033238033405,2.644308137588665,4.5118148297595955,6.226869807632246,10.624512000585796,1097.6546009901972,671.001057860871,6803.139716722731,9070.200733407159,True,1,1
14,minutelyB0014 25-09-23 16-55-33.fits,2025-09-23 16:55:33,381.06739313408207,259.7712701035461,2.6470586395514126,6.073958945078621,6.233346744788021,14.303080276566176,1100.3045939943065,541.7002635936365,6810.156668322728,9078.23651730652,True,1,1
15,minutelyB0015 25-09-23 16-56-34.fits,2025-09-23 16:56:34,380.7241915943837,265.44365987544006,2.5643429006280467,4.415594756587286,6.038566064731732,10.397931043545295,1135.6001744429698,696.8870285914202,6807.288324060402,9075.522243515657,True,1,1
16,minutelyB0016 25-09-23 16-57-35.fits,2025-09-23 16:57:35,378.80418205994005,260.47906788429356,2.801351245201993,4.808062591993191,6.596678065374062,11.32212216938903,1019.3821168855668,626.7337305632306,6805.346802466814,9072.972060434973,True,1,1
17,minutelyB0017 25-09-23 16-58-36.fits,2025-09-23 16:58:36,382.58913246854996,271.04059846224203,2.955271613441855,4.2631512692283415,6.959132833843835,10.038954063778032,946.8278793332897,671.2050677387178,6807.503311428345,9076.340441015514,True,1,1
18,minutelyB0018 25-09-23 16-59-37.fits,2025-09-23 16:59:37,382.0013074964676,267.4864507643308,2.545558808445364,5.237601124146446,5.994332907932242,12.333608115016684,1153.9289793193664,631.8345585624642,6805.103195230919,9071.528794961161,True,1,1
19,minutelyB0019 25-09-23 17-00-38.fits,2025-09-23 17:00:38,382.4139570336416,267.93155496127133,2.536849207023486,5.135864166887125,5.973823363919774,12.09403588874198,1133.0370256044523,594.3373626014815,6806.842324778469,9074.859745217733,True,1,1
20,minutelyB0020 25-09-23 17-01-39.fits,2025-09-23 17:01:39,382.56440016097423,268.9918554996707,2.6897001909837757,5.566696375246878,6.333759924852168,13.108568209032477,1066.6835430605006,572.4806828141581,6804.0114621323,9070.355857260685,True,1,1
21,minutelyB0021 25-09-23 17-02-39.fits,2025-09-23 17:02:39,380.5086276857329,270.00213335127427,2.7188003683542554,5.605144595302808,6.402285605838129,13.19910684831594,1061.4599364669286,581.5420899208272,6802.075198924996,9067.481928190206,True,1,1
22,minutelyB0022 25-09-23 17-03-39.fits,2025-09-23 17:03:39,384.9693105210987,278.55490717652845,2.635990055260256,4.135927384475308,6.20728222062909,9.73936470975488,1101.746359453557,720.6253033309085,6801.628545461045,9068.439812320397,True,1,1
23,minutelyB0023 25-09-23 17-04-39.fits,2025-09-23 17:04:39,386.61061650839343,279.3654950784565,2.4696259215250302,4.255385858516145,5.815524623735172,10.020667918975054,1160.4229778711726,713.158123012819,6802.953871804013,9069.72286932955,True,1,1
24,minutelyB0024 25-09-23 17-05-39.fits,2025-09-23 17:05:39,386.33454686651913,280.531615613657,2.752340801949184,5.194692866866908,6.481267291186497,12.232566890677484,1049.1997035970148,589.3224605632117,6802.035111377556,9068.473615794584,True,1,1
25,minutelyB0025 25-09-23 17-06-39.fits,2025-09-23 17:06:39,388.682245651979,283.57238369184483,2.4992940530274317,5.046160101254243,5.885387734495641,11.882798956868896,1136.7792634786674,624.9167679972826,6803.767662459448,9070.059423000563,True,1,1
26,minutelyB0026 25-09-23 17-07-39.fits,2025-09-23 17:07:39,385.8277307883359,285.1059735798856,2.671664614818775,4.406877544436691,6.291289388575141,10.377403577636288,1070.4123828007969,708.6306128163307,6807.8540427460275,9075.764958461075,True,1,1
27,minutelyB0027 25-09-23 17-08-39.fits,2025-09-23 17:08:39,388.9837674712047,286.01520384794935,2.5882254877503486,5.187154611893712,6.094805259614526,12.214815656762047,1102.7108944360784,597.6690841333203,6805.254564640632,9072.387387800043,True,1,1
28,minutelyB0028 25-09-23 17-09-39.fits,2025-09-23 17:09:39,387.40023930313885,290.3441703531081,2.7026030887236576,4.455953006809129,6.364143927089026,10.492967460150068,1062.4634139526997,693.6507731408766,6811.581914372927,9080.963176467367,True,1,1
29,minutelyB0029 25-09-23 17-10-39.fits,2025-09-23 17:10:39,386.14715079900185,289.32739756928294,2.6080714972171433,4.1807831469791115,6.141539040520809,9.844991958433985,1161.4722923325717,725.5982866698671,6802.621741657721,9070.13952072877,True,1,1
30,minutelyB0030 25-09-23 17-11-39.fits,2025-09-23 17:11:39,388.73337298364333,294.4247756620548,2.782544295082918,3.455506866401973,6.552391082247768,8.13709683474545,1053.1003055420397,818.5184807681349,6812.107549312533,9083.342212570129,True,1,1
31,minutelyB0031 25-09-23 17-12-39.fits,2025-09-23 17:12:39,391.8034834212282,293.2866425815167,3.0260145480671405,4.090945557219529,7.125719714343772,9.633440601270852,995.9413762164637,749.0209830904228,6801.652642837292,9068.606623867092,True,1,1
32,minutelyB0032 25-09-23 17-13-39.fits,2025-09-23 17:13:39,390.0682166995438,295.08119397958774,2.8070257040241793,4.613896800984591,6.61004039475325,10.864896672662688,1054.941085219317,667.0793375165057,6806.570711219999,9074.818773347633,True,1,1
33,minutelyB0033 25-09-23 17-14-39.fits,2025-09-23 17:14:39,391.7383819875627,301.02230101082233,2.664941916733388,6.410442173962754,6.2754586443669815,15.09543772875927,1117.0032430668316,532.9531204620315,6807.977183410519,9075.006649646071,True,1,1
34,minutelyB0034 25-09-23 17-15-40.fits,2025-09-23 17:15:40,391.0216784244498,300.3046249504683,2.6546728119524805,4.073877147505144,6.251276750584377,9.593247567938617,1118.871524695262,753.3744630889448,6803.129246721751,9070.322435988759,True,1,1
35,minutelyB0035 25-09-23 17-16-40.fits,2025-09-23 17:16:40,393.6286335727525,306.6601055409837,2.542863673248646,4.054671216594715,5.987986349546941,9.548021056847261,1138.1254574747416,747.9593394826337,6807.644644407601,9076.135573375877,True,1,1
